Model version,mean_score,Best score (across scorers),Release date,Organization,Country,Training compute (FLOP),Training compute notes,stderr,Log viewer,Logs,Started at,id
glm-5.2_max,0.381,0.381,2026-06-16,Z.ai (Zhipu AI),China,,,0.015364734787007391,,,2026-06-19T14:31:03.000Z,6EZXhLnUn85zHgrrDKAxQR
grok-4.3_high,0.38,0.38,2026-04-17,xAI,United States of America,,,0.015356947477797658,,,2026-06-16T20:42:48.000Z,b2fQf8bFbMFXe4yAE9zM6a
deepseek-v4-pro_max,0.57,0.57,2026-04-24,DeepSeek,China,9.702e+24,6 * 49e9 active parameters * 33e12 tokens = 9.702E24 for pre-training,0.01569546403843317,,,2026-06-16T18:26:00.000Z,H5V3YrR2HENoWeHsgE37Q7
qwen3.7-max,0.5851703406813628,0.5851703406813628,2026-05-19,Alibaba,China,,,0.015603731681729432,,,2026-06-13T01:45:34.000Z,n57nyyCEbdq6yvLobGZTdH
kimi-k2.7-code,0.392,0.392,2026-06-12,Moonshot,China,,,0.01544585946377134,,,2026-06-12T23:30:00.000Z,jXK7Rn32amnreTTcTuXr73
claude-fable-5_xhigh,0.683,0.683,2026-06-09,Anthropic,United States of America,,,0.014721675438880174,,,2026-06-09T19:53:50.000Z,WqVg7oHoN65jHyUuSRMeR3
claude-opus-4-8_max,0.395,0.395,2026-05-28,Anthropic,United States of America,,,0.015466551464829328,,,2026-05-29T17:00:51.000Z,EH7z8EhCq32K2syC3GnmCb
gemini-3.5-flash_high,0.684,0.684,2026-05-19,Google,United States of America,,,0.014709193056057166,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2Fi2uRdSHpCcrsU4E4VMyRXt.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/i2uRdSHpCcrsU4E4VMyRXt.eval,2026-05-27T21:50:15.000Z,i2uRdSHpCcrsU4E4VMyRXt
qwen3.6-max-preview,0.5692771084337349,0.5692771084337349,2026-04-20,Alibaba,China,,,0.01569817971866349,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2F2C5coXE6shicumgZnQov3J.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/2C5coXE6shicumgZnQov3J.eval,2026-05-15T10:13:13.000Z,2C5coXE6shicumgZnQov3J
qwen3.5-plus,0.2600401606425703,0.2600401606425703,2026-02-16,Alibaba,China,,,0.013906336919843325,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FCG5EFqQsPUvQDRFCVALk9w.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/CG5EFqQsPUvQDRFCVALk9w.eval,2026-05-13T20:17:47.000Z,CG5EFqQsPUvQDRFCVALk9w
qwen3.6-plus,0.4909819639278557,0.4909819639278557,2026-03-31,Alibaba,China,,,0.015832583083207286,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FSiz8EdgcmrXSGyo6MMzsar.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/Siz8EdgcmrXSGyo6MMzsar.eval,2026-05-12T12:24:50.000Z,Siz8EdgcmrXSGyo6MMzsar
qwen3.6-flash,0.21163490471414242,0.21163490471414242,2026-04-27,Alibaba,China,,,0.012942783099403743,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2F4a2iUXabpS25DgwhKJYuCU.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/4a2iUXabpS25DgwhKJYuCU.eval,2026-05-12T09:20:50.000Z,4a2iUXabpS25DgwhKJYuCU
qwen3.5-flash,0.19759277833500502,0.19759277833500502,2026-02-25,Alibaba,China,,,0.012616917958039441,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FL4qViAKtFDXEcQBKAczKii.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/L4qViAKtFDXEcQBKAczKii.eval,2026-05-11T15:57:24.000Z,L4qViAKtFDXEcQBKAczKii
glm-5.1,0.37286432160804023,0.37286432160804023,2026-04-07,Z.ai (Zhipu AI),China,,,0.015337796690651453,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FnHBdHcWorKfZCMYcGUC2Kz.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/nHBdHcWorKfZCMYcGUC2Kz.eval,2026-05-01T16:09:57.000Z,nHBdHcWorKfZCMYcGUC2Kz
kimi-k2.6,0.387,0.387,2026-04-20,Moonshot,China,,,0.015410011955494015,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FCkauUFBhP3MYHsfEXooomx.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/CkauUFBhP3MYHsfEXooomx.eval,2026-05-01T16:08:55.000Z,CkauUFBhP3MYHsfEXooomx
gpt-5.5-pro-pre-release_xhigh,0.645,0.645,2026-04-23,OpenAI,United States of America,,,0.015139491543780595,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FYwDQdEySH65kbw9ai4NRNA.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/YwDQdEySH65kbw9ai4NRNA.eval,2026-04-24T15:22:33.000Z,YwDQdEySH65kbw9ai4NRNA
gpt-5.5-pre-release_xhigh,0.631,0.631,2026-04-23,OpenAI,United States of America,,,0.015266698139154782,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FcLc7pGrcHbMUjmUYcc47kb.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/cLc7pGrcHbMUjmUYcc47kb.eval,2026-04-24T13:20:59.000Z,cLc7pGrcHbMUjmUYcc47kb
claude-opus-4-7_xhigh,0.506,0.506,2026-04-16,Anthropic,United States of America,,,0.015818160898606833,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FEQZZWwWDrgxotYnS8jVUfX.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/EQZZWwWDrgxotYnS8jVUfX.eval,2026-04-16T21:20:23.000Z,EQZZWwWDrgxotYnS8jVUfX
gpt-5.4-mini-2026-03-17_high,0.286,0.286,2026-03-17,OpenAI,United States of America,,,0.014297146862518,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FJKQu5ePTBQHUJsNfUDcLUY.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/JKQu5ePTBQHUJsNfUDcLUY.eval,2026-04-15T13:55:55.000Z,JKQu5ePTBQHUJsNfUDcLUY
gpt-5.4-nano-2026-03-17_high,0.12,0.12,2026-03-17,OpenAI,United States of America,,,0.0103,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2Fbnzdz7qVGhVJRyED8SoGdK.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/bnzdz7qVGhVJRyED8SoGdK.eval,2026-04-14T14:59:51.392Z,bnzdz7qVGhVJRyED8SoGdK
muse-spark,0.663,0.663,2026-04-08,Meta AI,United States of America,,,0.015,,,2026-04-08T16:30:07.510Z,muse-spark-pre-release-simpleqa
gemma-4-31b-it,0.09562563580874874,0.09562563580874874,2026-04-02,Google DeepMind,United States of America,,,0.009384379141889922,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2F8pSpUwGkYWoZShX2vkjaCd.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/8pSpUwGkYWoZShX2vkjaCd.eval,2026-04-04T02:16:23.017Z,8pSpUwGkYWoZShX2vkjaCd
gpt-5.4-pro-2026-03-05_xhigh,0.478,0.478,2026-03-05,OpenAI,United States of America,,,0.016,,,2026-03-19T23:53:51.351Z,gpt-5-4-pro-simpleqa-cloud-run
gpt-5.4-2026-03-05_xhigh,0.4483450351053159,0.4483450351053159,2026-03-05,OpenAI,United States of America,,,0.015758333187909618,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FfjyvZwR5cfCATJMKfVV9Ap.eval,https://epoch-benchmarks-staging-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/fjyvZwR5cfCATJMKfVV9Ap.eval,2026-03-06T02:46:52.353Z,fjyvZwR5cfCATJMKfVV9Ap
claude-sonnet-4-6_32K,0.29,0.29,2026-02-17,Anthropic,United States of America,,,0.01435639599990562,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FnuGnwVYCXGVUAgxrqkVKbc.eval,https://epoch-benchmarks-staging-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/nuGnwVYCXGVUAgxrqkVKbc.eval,2026-02-21T01:53:09.406Z,nuGnwVYCXGVUAgxrqkVKbc
gemini-3.1-pro-preview,0.773,0.773,2026-02-19,Google DeepMind,United States of America,,,0.013253174964763977,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FZ8qvnF3dcQV6bRWrCxqPGr.eval,https://epoch-benchmarks-staging-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/Z8qvnF3dcQV6bRWrCxqPGr.eval,2026-02-19T18:02:57.969Z,Z8qvnF3dcQV6bRWrCxqPGr
claude-opus-4-6_max,0.41041041041041043,0.41041041041041043,2026-02-05,Anthropic,United States of America,,,0.015571082900123998,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FVbtRTM4jN7xRfNyzRC4kXx.eval,https://epoch-benchmarks-staging-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/VbtRTM4jN7xRfNyzRC4kXx.eval,2026-02-13T18:53:52.775Z,VbtRTM4jN7xRfNyzRC4kXx
claude-opus-4-6_32K,0.464859437751004,0.464859437751004,2026-02-05,Anthropic,United States of America,,,0.015811869496352188,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FR9WmNXSxUCeVqBcZjTgEDa.eval,https://epoch-benchmarks-staging-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/R9WmNXSxUCeVqBcZjTgEDa.eval,2026-02-06T02:17:04.940Z,R9WmNXSxUCeVqBcZjTgEDa
claude-opus-4-6,0.431,0.431,2026-02-05,Anthropic,United States of America,,,0.01566794448817344,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FQ7FaUG2XfWePaAjfapJ9dr.eval,https://epoch-benchmarks-staging-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/Q7FaUG2XfWePaAjfapJ9dr.eval,2026-02-06T02:15:34.823Z,Q7FaUG2XfWePaAjfapJ9dr
glm-4.7,0.315,0.315,2025-12-22,Z.ai (Zhipu AI),China,4.42e+24,"Training tokens not disclosed.

Presuming this is a post-training update from GLM-4.5 (23T tokens) with minor additional compute, training compute is at least:

6 FLOP/parameter/token * 32B active parameters * 23T tokens = 4.42e24 FLOP",0.013131924742681383,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2F4wyvRkJJjPp8CxahF8pujP.eval,https://epoch-benchmarks-staging-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/4wyvRkJJjPp8CxahF8pujP.eval,2026-01-30T02:00:09.033Z,4wyvRkJJjPp8CxahF8pujP
fireworks/kimi-k2p5,0.339,0.339,2026-01-27,Moonshot,China,5.8e+24,"Per section 3.2, ""The joint pre-training stage continues from a near-end Kimi K2 checkpoint over additional 15T vision-text tokens at 4K sequence length""

Kimi K2 was pretrained on 15T tokens. A near-end checkpoint of K2 was trained into K2.5 over another 15T tokens (or 15.2 to 15.5T tokens). This makes for a total of ~30T.

There are an additional 1T tokens in ""Stage 1"" used to train the ViT encoder, which is likely much smaller than the full LLM, so we omit those tokens to calculate training compute.

30e12 tokens * 32B parameters * 6 = 5.76e24 FLOP

Per Kimi talk (timestamp 26:00), the 15 trillion tokens of K2.5 were additive, for 30T training tokens overall: https://x.com/Kimi_Moonshot/status/2035011542115393973?s=20",0.014976758771620222,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FgMmUMHJ8ibxGh7mRaP2ENC.eval,https://epoch-benchmarks-staging-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/gMmUMHJ8ibxGh7mRaP2ENC.eval,2026-01-28T19:41:01.143Z,gMmUMHJ8ibxGh7mRaP2ENC
gemini-3-flash-preview,0.674,0.674,2025-12-17,Google DeepMind,United States of America,,,0.014830507204541049,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FU8cZYV5sPCiqQBVdx3vT7D.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/U8cZYV5sPCiqQBVdx3vT7D.eval,2025-12-17T22:40:31.128Z,U8cZYV5sPCiqQBVdx3vT7D
deepseek-reasoner,0.275,0.275,2025-12-01,DeepSeek,China,4.2e+24,"Pre-trained base was DeepSeek-V3.1-Terminus
3.594058e+24 FLOP [base model] + 2.095014e+23 FLOP = 3.8035594e+24 FLOP for pre-training plus continued pre-training

Then, ""this framework allocates a
post-training computational budget exceeding 10% of the pre-training cost"", so 4.18e24",0.0141270865564905,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FMB78rXsEm7srHraZ94mfP8.eval,https://epoch-benchmarks-staging-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/MB78rXsEm7srHraZ94mfP8.eval,2025-12-16T17:15:27.799Z,MB78rXsEm7srHraZ94mfP8
openai/gpt-oss-120b_high,0.139,0.139,2025-08-05,OpenAI,United States of America,4.94e+24,"""The training run for gpt-oss-120b required 2.1 million H100-hours to complete""
(2.1e6 hours)*(1,979 H100 FLOP/s)*(30% utilization)*(60*60) = 4.49e24
They also do post training similar to o3, which we assume adds at least 10% as much compute, so we multiply this estimate by 1.1 to get 4.94e24

",0.010945263761042892,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FMAVCYoXJFEuBWUsJpSgnLL.eval,https://epoch-benchmarks-staging-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/MAVCYoXJFEuBWUsJpSgnLL.eval,2025-12-15T19:40:01.804Z,MAVCYoXJFEuBWUsJpSgnLL
Qwen3-235B-A22B-Thinking-2507,0.501002004008016,0.501002004008016,2025-07-25,Alibaba,China,4.752e+24,6 FLOP / parameter / token * 22*10^9 active parameters * 36000000000000 tokens = 4.752e+24 FLOP,0.01583512708307639,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FS9wG8ps9RJGx49yx4G4ucG.eval,https://epoch-benchmarks-staging-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/S9wG8ps9RJGx49yx4G4ucG.eval,2025-12-11T23:03:54.696Z,S9wG8ps9RJGx49yx4G4ucG
gpt-5.2-2025-12-11_medium,0.354,0.354,2025-12-11,OpenAI,United States of America,,,0.015129868238451812,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FVviSGU9aryKLdpxWdaNh64.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/VviSGU9aryKLdpxWdaNh64.eval,2025-12-11T20:49:22.107Z,VviSGU9aryKLdpxWdaNh64
gpt-5.2-2025-12-11_high,0.382,0.382,2025-12-11,OpenAI,United States of America,,,0.015372453034968502,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2Fauo6Q7RrtQhAHVvhpEYEa9.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/auo6Q7RrtQhAHVvhpEYEa9.eval,2025-12-11T20:47:42.769Z,auo6Q7RrtQhAHVvhpEYEa9
gpt-5.2-2025-12-11_xhigh,0.389,0.389,2025-12-11,OpenAI,United States of America,,,0.01542455564730851,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FUYhgwCjfRSMMPG4hCSRa2G.eval,https://epoch-benchmarks-staging-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/UYhgwCjfRSMMPG4hCSRa2G.eval,2025-12-11T20:45:04.130Z,UYhgwCjfRSMMPG4hCSRa2G
gpt-5.2-2025-12-11_low,0.347,0.347,2025-12-11,OpenAI,United States of America,,,0.015060472031706637,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FkMbHY56qnwvVEWgRdsRz76.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/kMbHY56qnwvVEWgRdsRz76.eval,2025-12-11T20:24:19.578Z,kMbHY56qnwvVEWgRdsRz76
kimi-k2-thinking-turbo,0.316,0.316,2025-11-06,Moonshot,China,4.2e+24,"Assuming the additional post-training contributed between 1% and 100% of Kimi K2's training compute (which we confidently estimate at 2.976e+24), we get a range of 3.0e24 to 6.0e24, and a geometric mean of 4.2e24.",0.014709193056057165,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FjKZHTbZ5U8q5eaHhcRpa2c.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/jKZHTbZ5U8q5eaHhcRpa2c.eval,2025-12-10T16:03:29.803Z,jKZHTbZ5U8q5eaHhcRpa2c
qwen3-max-2025-09-23,0.6746746746746747,0.6746746746746747,2025-09-24,Alibaba,China,1.512e+25,"6ND with:
36T tokens is taken from the qwen3 technical report
70B active params is based on it having >1T params, and the architectures of Qwen3-235B-A22B and Qwen3-Coder-480B-A35B",0.014829990399788268,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FNqovLMDwVNAgEx6eBF9UVv.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/NqovLMDwVNAgEx6eBF9UVv.eval,2025-12-10T11:27:42.516Z,NqovLMDwVNAgEx6eBF9UVv
claude-sonnet-4-5-20250929_59K,0.236,0.236,2025-09-29,Anthropic,United States of America,,,0.013434451402438602,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FdkaSsY6ekRwpM3vtazggz9.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/dkaSsY6ekRwpM3vtazggz9.eval,2025-12-09T11:24:16.281Z,dkaSsY6ekRwpM3vtazggz9
gpt-5.1-2025-11-13_high,0.489,0.489,2025-11-13,OpenAI,United States of America,,"Almost certainly > 1e25
",0.015815471195292575,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2Fdh7LNDccM6B42QLmtEPqdP.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/dh7LNDccM6B42QLmtEPqdP.eval,2025-12-09T11:24:13.771Z,dh7LNDccM6B42QLmtEPqdP
claude-opus-4-1-20250805_27K,0.348,0.348,2025-08-05,Anthropic,United States of America,,,0.015070604603768327,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FLZCCEmpg43qgBA7oA3gHJY.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/LZCCEmpg43qgBA7oA3gHJY.eval,2025-12-09T11:24:13.371Z,LZCCEmpg43qgBA7oA3gHJY
gpt-5-mini-2025-08-07_high,0.21,0.21,2025-08-07,OpenAI,United States of America,,,0.012886662332274642,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2F6rApyrxeqn3mqgHLwvjJLi.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/6rApyrxeqn3mqgHLwvjJLi.eval,2025-12-09T11:24:13.008Z,6rApyrxeqn3mqgHLwvjJLi
