Model version,mean_score,Best score (across scorers),Release date,Organization,Country,Training compute (FLOP),Training compute notes,stderr,Log viewer,Logs,Started at,id
gpt-4-0613,0.04,0.04,2023-06-13,OpenAI,United States of America,2.1e+25,"90% CI: 8.2E+24 to 4.4E+25

NOTE: this is a rough estimate based on public information, much less information than most other systems in the database.

Calculation and confidence intervals here: https://colab.research.google.com/drive/1O99z9b1I5O66bT78r9ScslE_nOj5irN9?usp=sharing",0.01969463855669324,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FQWSuwo8dwFP8QiSGbjQ33G.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/QWSuwo8dwFP8QiSGbjQ33G.eval,2026-08-07T01:03:24.000Z,QWSuwo8dwFP8QiSGbjQ33G
gpt-5.4-mini-2026-03-17_xhigh,0.24,0.24,2026-03-17,OpenAI,United States of America,,,0.04292346959909278,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FoSkuSAA2Q6oWk6pKKiWnhQ.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/oSkuSAA2Q6oWk6pKKiWnhQ.eval,2026-08-07T01:03:20.000Z,oSkuSAA2Q6oWk6pKKiWnhQ
gpt-5.6-sol_none,0.07,0.07,2026-07-09,OpenAI,United States of America,,,0.025643239997624273,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FKFAFU6kX7qVekqq6QR524K.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/KFAFU6kX7qVekqq6QR524K.eval,2026-08-07T01:03:13.000Z,KFAFU6kX7qVekqq6QR524K
gpt-5.5_none,0.1,0.1,2026-04-23,OpenAI,United States of America,,,0.03015113445777636,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FXRVSYnR4bhQ8Zb62Un7GrS.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/XRVSYnR4bhQ8Zb62Un7GrS.eval,2026-08-07T01:00:18.000Z,XRVSYnR4bhQ8Zb62Un7GrS
kimi-k3_low,0.2,0.2,2026-07-16,Moonshot,China,2.0001e+25,"Based on peer models such as Kimi K2.6 and DeepSeek V4 Pro, plausibly was trained on roughly 30T tokens (likely between 15T and 60T). Using the heuristic that C = 6ND, 30T pretraining tokens would imply ~1.9e25 FLOP. This is a somewhat uncertain estimate (more uncertain than estimates based on disclosed active params and token counts, but comparable to estimates based on disclosed GPU-hours).

K3 was likely pretrained on over 1e25 FLOP. Speculatively, K3's relatively large size compared to other Chinese models may have reduced the training token budget vs smaller models.",0.04020151261036849,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FBUBiYK8WB8XDb9u7s9kTDf.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/BUBiYK8WB8XDb9u7s9kTDf.eval,2026-08-07T00:57:00.000Z,BUBiYK8WB8XDb9u7s9kTDf
kimi-k3_high,0.25,0.25,2026-07-16,Moonshot,China,2.0001e+25,"Based on peer models such as Kimi K2.6 and DeepSeek V4 Pro, plausibly was trained on roughly 30T tokens (likely between 15T and 60T). Using the heuristic that C = 6ND, 30T pretraining tokens would imply ~1.9e25 FLOP. This is a somewhat uncertain estimate (more uncertain than estimates based on disclosed active params and token counts, but comparable to estimates based on disclosed GPU-hours).

K3 was likely pretrained on over 1e25 FLOP. Speculatively, K3's relatively large size compared to other Chinese models may have reduced the training token budget vs smaller models.",0.04351941398892446,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2Fd8egYFK9XNSEHWvv4JFxWx.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/d8egYFK9XNSEHWvv4JFxWx.eval,2026-08-07T00:57:00.000Z,d8egYFK9XNSEHWvv4JFxWx
o3-2025-04-16_medium,0.38,0.38,2025-04-16,OpenAI,United States of America,,,0.04878317312145634,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2F3byW5X4FbjmHxVcU3w6mkS.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/3byW5X4FbjmHxVcU3w6mkS.eval,2026-08-07T00:53:49.000Z,3byW5X4FbjmHxVcU3w6mkS
gpt-5.6-terra_none,0.05,0.05,2026-07-09,OpenAI,United States of America,,,0.021904291355759033,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FLmRxqPrS2Gm6Gq2cSNc92G.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/LmRxqPrS2Gm6Gq2cSNc92G.eval,2026-08-07T00:53:15.000Z,LmRxqPrS2Gm6Gq2cSNc92G
gpt-5.4-mini-2026-03-17_none,0.03,0.03,2026-03-17,OpenAI,United States of America,,,0.01714466079977653,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FE7qQRwqDdPtSFUcug9rPPS.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/E7qQRwqDdPtSFUcug9rPPS.eval,2026-08-07T00:50:27.000Z,E7qQRwqDdPtSFUcug9rPPS
gpt-5.6-sol_low,0.27,0.27,2026-07-09,OpenAI,United States of America,,,0.04461960433384738,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2F7cL3BzoAaiHmdMNRCVLE6s.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/7cL3BzoAaiHmdMNRCVLE6s.eval,2026-08-07T00:50:10.000Z,7cL3BzoAaiHmdMNRCVLE6s
qwen3.6-max-preview,0.2,0.2,2026-04-20,Alibaba,China,,,0.04020151261036849,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2Fi5cWL9DPrmhvacKyYf8gxE.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/i5cWL9DPrmhvacKyYf8gxE.eval,2026-08-07T00:50:10.000Z,i5cWL9DPrmhvacKyYf8gxE
gpt-5.5_low,0.26,0.26,2026-04-23,OpenAI,United States of America,,,0.0440844002276808,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FEnbN27oUrNyfbxuPwtZey2.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/EnbN27oUrNyfbxuPwtZey2.eval,2026-08-07T00:50:05.000Z,EnbN27oUrNyfbxuPwtZey2
qwen3.7-max,0.19,0.19,2026-05-19,Alibaba,China,,,0.039427724440366255,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FJfkPdo29um2NkxdhT79AK2.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/JfkPdo29um2NkxdhT79AK2.eval,2026-08-07T00:46:56.000Z,JfkPdo29um2NkxdhT79AK2
o3-2025-04-16_high,0.34,0.34,2025-04-16,OpenAI,United States of America,,,0.04760952285695234,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FVCogkAgwmUncY2doogWKfz.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/VCogkAgwmUncY2doogWKfz.eval,2026-08-07T00:46:16.000Z,VCogkAgwmUncY2doogWKfz
gpt-5.1-2025-11-13_none,0.17,0.17,2025-11-13,OpenAI,United States of America,,"Almost certainly > 1e25
",0.03775251680686369,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FMTWXxQWmaQ5kuNPo9mhoMX.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/MTWXxQWmaQ5kuNPo9mhoMX.eval,2026-08-07T00:45:50.000Z,MTWXxQWmaQ5kuNPo9mhoMX
kimi-k2.7-code,0.21,0.21,2026-06-12,Moonshot,China,,,0.040936018074033236,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2Fk7EnhoBbZyVFUVRBowA5Pm.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/k7EnhoBbZyVFUVRBowA5Pm.eval,2026-08-07T00:38:54.000Z,k7EnhoBbZyVFUVRBowA5Pm
gpt-5.6-terra_low,0.22,0.22,2026-07-09,OpenAI,United States of America,,,0.041633319989322654,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FJzDofpJXt6d4f5kbRMSEmw.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/JzDofpJXt6d4f5kbRMSEmw.eval,2026-08-07T00:38:43.000Z,JzDofpJXt6d4f5kbRMSEmw
gpt-4.1-2025-04-14,0.06,0.06,2025-04-14,OpenAI,United States of America,,Flagship model from a leading developer in mid-2025; very likely it used >1e25 FLOP.,0.0238683256575942,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FBrGny9ixHxZTMUT4FpVLSv.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/BrGny9ixHxZTMUT4FpVLSv.eval,2026-08-07T00:35:15.000Z,BrGny9ixHxZTMUT4FpVLSv
gpt-5.6-luna_none,0.02,0.02,2026-07-09,OpenAI,United States of America,,,0.014070529413628968,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2Fd9jMGFp8BwebW7sufdxbnC.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/d9jMGFp8BwebW7sufdxbnC.eval,2026-08-07T00:35:15.000Z,d9jMGFp8BwebW7sufdxbnC
qwen3.6-plus,0.17,0.17,2026-03-31,Alibaba,China,,,0.03775251680686369,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FRXsYuuSedkYZ5ubc8swxGp.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/RXsYuuSedkYZ5ubc8swxGp.eval,2026-08-07T00:34:52.000Z,RXsYuuSedkYZ5ubc8swxGp
o4-mini-2025-04-16_medium,0.2,0.2,2025-04-16,OpenAI,United States of America,,"We can’t make a precise estimate, but seems unlikely to exceed 10^25 FLOP. We think active parameter count is 10-30B. This would require >55T tokens to reach 10^25 FLOP at the large size, i.e. well beyond 10x overtraining relative to Chinchilla.",0.04020151261036849,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FQreWAfKac4ZajeEXjGxgXx.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/QreWAfKac4ZajeEXjGxgXx.eval,2026-08-07T00:31:36.000Z,QreWAfKac4ZajeEXjGxgXx
o3-mini-2025-01-31_medium,0.09,0.09,2025-01-31,OpenAI,United States of America,,"We can’t make a precise estimate, but seems unlikely to exceed 10^25 FLOP. We think active parameter count is 10-30B. This would require >55T tokens to reach 10^25 FLOP at the large size, i.e. well beyond 10x overtraining relative to Chinchilla.",0.028762349126466136,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FQsnDxyeWsMkXmwJNzFFSLc.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/QsnDxyeWsMkXmwJNzFFSLc.eval,2026-08-07T00:31:26.000Z,QsnDxyeWsMkXmwJNzFFSLc
qwen3.6-27b,0.22,0.22,2026-04-22,Alibaba,China,,,0.04163331998932266,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FWh3JxFdvxP688EWwE3t2Uk.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/Wh3JxFdvxP688EWwE3t2Uk.eval,2026-08-07T00:28:28.000Z,Wh3JxFdvxP688EWwE3t2Uk
qwen3.6-27b_none,0.09,0.09,2026-04-22,Alibaba,China,,,0.028762349126466143,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FCGac6TZg5qVdxNGULzfR6R.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/CGac6TZg5qVdxNGULzfR6R.eval,2026-08-07T00:28:19.000Z,CGac6TZg5qVdxNGULzfR6R
qwen3.5-397b-a17b,0.12,0.12,2026-02-13,Alibaba,China,,,0.03265986323710904,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FdagNWyu57ksu7gB7Q86eCx.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/dagNWyu57ksu7gB7Q86eCx.eval,2026-08-07T00:28:16.000Z,dagNWyu57ksu7gB7Q86eCx
qwen3.5-397b-a17b_none,0.13,0.13,2026-02-13,Alibaba,China,,,0.03379976689896311,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FVRLKwMA8hJnNRpp8M3WDCw.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/VRLKwMA8hJnNRpp8M3WDCw.eval,2026-08-07T00:27:56.000Z,VRLKwMA8hJnNRpp8M3WDCw
gpt-5.1-2025-11-13_low,0.14,0.14,2025-11-13,OpenAI,United States of America,,"Almost certainly > 1e25
",0.0348735088019777,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FSRH8gZhxzUjFtbe9Fo3nyg.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/SRH8gZhxzUjFtbe9Fo3nyg.eval,2026-08-07T00:24:56.000Z,SRH8gZhxzUjFtbe9Fo3nyg
qwen3.5-plus,0.22,0.22,2026-02-16,Alibaba,China,,,0.04163331998932266,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FUgqBt5cFjsC96ALwiTFCPR.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/UgqBt5cFjsC96ALwiTFCPR.eval,2026-08-07T00:24:43.000Z,UgqBt5cFjsC96ALwiTFCPR
gemini-3.6-flash_minimal,0.35,0.35,2026-07-21,Google DeepMind,United States of America,,,0.047937248544110224,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FhL24cexf97QKVLsv73H5TT.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/hL24cexf97QKVLsv73H5TT.eval,2026-08-07T00:20:15.000Z,hL24cexf97QKVLsv73H5TT
gemini-3.6-flash_low,0.43,0.43,2026-07-21,Google DeepMind,United States of America,,,0.0497569851956243,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FDLvSYBHHLcHECeL5SpNgVK.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/DLvSYBHHLcHECeL5SpNgVK.eval,2026-08-07T00:17:08.000Z,DLvSYBHHLcHECeL5SpNgVK
qwen3.6-35b-a3b,0.26,0.26,2026-04-14,Alibaba,China,,,0.04408440022768081,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2F3y52KdaFo7gQZCccCQnNxp.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/3y52KdaFo7gQZCccCQnNxp.eval,2026-08-07T00:16:31.000Z,3y52KdaFo7gQZCccCQnNxp
qwen3.6-35b-a3b_none,0.04,0.04,2026-04-14,Alibaba,China,,,0.019694638556693237,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2Fg4iGoqwjeF5vqkdvtyytx5.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/g4iGoqwjeF5vqkdvtyytx5.eval,2026-08-07T00:16:31.000Z,g4iGoqwjeF5vqkdvtyytx5
qwen3.6-flash,0.2,0.2,2026-04-27,Alibaba,China,,,0.04020151261036849,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2Fg64kPFtWB7Adto8Y8Hi3XE.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/g64kPFtWB7Adto8Y8Hi3XE.eval,2026-08-07T00:16:18.000Z,g64kPFtWB7Adto8Y8Hi3XE
gpt-5.6-luna_low,0.21,0.21,2026-07-09,OpenAI,United States of America,,,0.040936018074033236,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FUhmACN5spAPyAtWWBf4MAP.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/UhmACN5spAPyAtWWBf4MAP.eval,2026-08-07T00:16:10.000Z,UhmACN5spAPyAtWWBf4MAP
qwen3.7-plus,0.24,0.24,2026-06-02,Alibaba,China,,,0.04292346959909278,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FhFRxCUnXRNMcpQzUy8GYL5.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/hFRxCUnXRNMcpQzUy8GYL5.eval,2026-08-07T00:08:25.000Z,hFRxCUnXRNMcpQzUy8GYL5
qwen3.7-plus_none,0.09,0.09,2026-06-02,Alibaba,China,,,0.028762349126466136,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FNGhhhxcbTVcftKdk8S7rAX.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/NGhhhxcbTVcftKdk8S7rAX.eval,2026-08-07T00:08:13.000Z,NGhhhxcbTVcftKdk8S7rAX
gpt-5-mini-2025-08-07_minimal,0.07,0.07,2025-08-07,OpenAI,United States of America,,,0.02564323999762428,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FKb88JJMCW6gdqtUSUfcMwh.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/Kb88JJMCW6gdqtUSUfcMwh.eval,2026-08-07T00:08:11.000Z,Kb88JJMCW6gdqtUSUfcMwh
gpt-5-mini-2025-08-07_high,0.3,0.3,2025-08-07,OpenAI,United States of America,,,0.04605661864718382,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FeJgi8PW5QQsWq7APrDHbz2.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/eJgi8PW5QQsWq7APrDHbz2.eval,2026-08-07T00:08:01.000Z,eJgi8PW5QQsWq7APrDHbz2
gpt-5-mini-2025-08-07_low,0.12,0.12,2025-08-07,OpenAI,United States of America,,,0.03265986323710904,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FKqpMqic8CAagkXDthyyrqy.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/KqpMqic8CAagkXDthyyrqy.eval,2026-08-07T00:07:58.000Z,KqpMqic8CAagkXDthyyrqy
qwen3.7-flash,0.23,0.23,2026-07-27,Alibaba,China,,,0.04229525846816508,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2F5Ax3kMh4Lmw8KsrJVWbXqn.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/5Ax3kMh4Lmw8KsrJVWbXqn.eval,2026-08-07T00:07:47.000Z,5Ax3kMh4Lmw8KsrJVWbXqn
qwen3.7-flash_none,0.09,0.09,2026-07-27,Alibaba,China,,,0.028762349126466136,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FZfPv4GCnueHrnaoV2dBdVw.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/ZfPv4GCnueHrnaoV2dBdVw.eval,2026-08-07T00:07:32.000Z,ZfPv4GCnueHrnaoV2dBdVw
gpt-3.5-turbo-0125,0.0,0.0,2024-01-25,OpenAI,United States of America,,,0.0,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FJWmZHq9PfAKgNpJJ7FqpGb.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/JWmZHq9PfAKgNpJJ7FqpGb.eval,2026-08-07T00:03:07.000Z,JWmZHq9PfAKgNpJJ7FqpGb
gpt-5-nano-2025-08-07_high,0.27,0.27,2025-08-07,OpenAI,United States of America,,,0.044619604333847374,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FdPZQeTGY4XnqpvVjxwJxsT.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/dPZQeTGY4XnqpvVjxwJxsT.eval,2026-08-07T00:02:30.000Z,dPZQeTGY4XnqpvVjxwJxsT
gpt-5.4-nano-2026-03-17_none,0.03,0.03,2026-03-17,OpenAI,United States of America,,,0.01714466079977653,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FgNmoRrvxYLs9WNSaSSDgH7.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/gNmoRrvxYLs9WNSaSSDgH7.eval,2026-08-07T00:01:58.000Z,gNmoRrvxYLs9WNSaSSDgH7
