year,student_id,ability,assignment,exam,ai_usage
2022,2022-100,-1.534,23.6,1.07,0.0
2022,2022-101,-1.127,20.9,2.66,0.0
2022,2022-102,-0.326,8.7,1.6,0.0
2022,2022-103,-0.42,34.0,3.61,0.0
2022,2022-104,-0.499,34.8,3.97,0.0
2022,2022-105,1.359,66.4,9.17,0.0
2022,2022-106,0.174,47.1,3.15,0.0
2022,2022-107,-1.454,6.7,0.4,0.0
2022,2022-108,1.365,20.1,1.36,0.0
2022,2022-109,-1.37,20.4,0.0,0.0
2022,2022-110,1.111,58.8,10.0,0.0
2022,2022-111,1.362,63.8,7.92,0.0
2022,2022-112,0.678,46.0,0.92,0.0
2023,2023-001,0.602,53.3,4.54,0.0
2023,2023-002,1.152,67.8,0.53,0.0
2023,2023-003,-1.359,17.9,0.11,0.0
2023,2023-004,0.222,55.7,6.16,0.0
2023,2023-005,-0.776,24.6,5.16,0.0
2023,2023-006,0.809,56.7,6.19,0.0
2023,2023-007,-0.199,30.0,3.93,0.0
2023,2023-008,-1.579,14.2,3.69,0.0
2023,2023-009,-0.629,38.0,1.28,0.0
2023,2023-010,-0.388,49.9,3.02,0.0
2023,2023-011,0.05,42.4,4.53,0.0
2023,2023-012,-0.907,30.2,2.55,0.0
2023,2023-013,0.132,54.1,4.68,0.0
2023,2023-014,1.405,73.3,7.16,0.0
2023,2023-015,0.404,16.5,0.62,0.0
2023,2023-016,-1.037,21.8,2.12,0.0
2023,2023-017,-0.742,33.9,4.8,0.0
2023,2023-018,1.263,77.8,7.59,0.0
2023,2023-019,-0.689,21.5,3.57,0.0
2023,2023-020,0.708,57.3,7.37,0.0
2023,2023-021,-0.035,48.0,3.69,0.0
2023,2023-022,-0.838,6.6,1.32,0.0
2023,2023-023,-0.733,33.6,3.04,0.0
2023,2023-024,1.047,65.5,6.11,0.0
2023,2023-025,-1.424,21.6,2.19,0.0
2023,2023-026,1.354,64.8,9.43,0.0
2023,2023-027,-0.395,37.0,5.45,0.0
2023,2023-028,-0.929,26.8,5.04,0.0
2023,2023-029,0.444,55.3,2.95,0.0
2023,2023-030,0.142,46.8,4.99,0.0
2023,2023-031,1.369,0.6,0.53,0.0
2023,2023-032,-0.499,41.1,3.48,0.0
2023,2023-033,-0.074,44.5,4.64,0.0
2023,2023-034,0.939,61.7,5.39,0.0
2023,2023-035,-0.626,35.2,4.85,0.0
2023,2023-036,-1.029,24.1,3.15,0.0
2023,2023-037,-2.133,0.0,1.32,0.0
2023,2023-038,0.904,52.3,6.28,0.0
2023,2023-039,-2.084,9.4,1.91,0.0
2023,2023-040,0.283,54.4,7.7,0.0
2023,2023-041,-0.325,38.8,4.29,0.0
2023,2023-042,0.029,40.9,5.54,0.0
2023,2023-043,1.582,68.3,8.01,0.0
2023,2023-044,1.294,17.9,3.05,0.0
2023,2023-045,1.399,9.2,1.81,0.0
2023,2023-046,0.834,53.6,4.01,0.0
2023,2023-047,0.288,49.9,5.4,0.0
2023,2023-048,-0.375,37.2,5.4,0.0
2023,2023-049,-2.34,10.9,0.62,0.0
2023,2023-050,0.465,53.1,5.63,0.0
2023,2023-051,1.296,73.0,7.16,0.0
2023,2023-052,-0.641,34.2,3.83,0.0
2023,2023-053,0.312,45.5,4.43,0.0
2023,2023-054,-1.202,16.8,2.7,0.0
2023,2023-055,0.994,13.7,3.45,0.0
2023,2023-056,-0.267,48.5,4.59,0.0
2023,2023-057,-2.416,5.9,1.02,0.0
2023,2023-058,0.355,53.3,7.88,0.0
2023,2023-059,0.405,49.2,4.53,0.0
2023,2023-060,-1.635,4.8,2.5,0.0
2023,2023-061,-0.046,13.9,3.13,0.0
2023,2023-062,-0.947,37.3,2.61,0.0
2023,2023-063,0.273,42.6,5.59,0.0
2023,2023-064,-0.381,38.6,2.28,0.0
2023,2023-065,1.0,51.1,7.7,0.0
2023,2023-066,0.134,54.7,4.97,0.0
2023,2023-067,-0.391,14.3,1.11,0.0
2023,2023-068,0.462,58.2,7.88,0.0
2023,2023-069,-1.23,23.8,2.65,0.0
2023,2023-070,-2.489,0.0,0.35,0.0
2023,2023-071,1.117,61.2,9.74,0.0
2023,2023-072,-0.588,25.1,1.77,0.0
2023,2023-073,-0.192,12.8,0.08,0.0
2023,2023-074,-0.707,40.0,3.85,0.0
2023,2023-075,-1.486,32.1,2.68,0.0
2023,2023-076,-0.447,44.2,2.37,0.0
2023,2023-077,-2.02,5.5,2.29,0.0
2023,2023-078,-0.461,37.2,2.46,0.0
2023,2023-079,1.198,60.8,7.78,0.0
2023,2023-080,2.691,100.0,9.99,0.0
2023,2023-081,-0.371,36.2,5.24,0.0
2023,2023-082,0.091,35.1,6.05,0.0
2023,2023-083,0.783,13.1,2.01,0.0
2023,2023-084,-0.264,45.7,5.97,0.0
2023,2023-085,-0.861,25.5,2.12,0.0
2023,2023-086,-0.811,35.3,4.65,0.0
2023,2023-087,-0.29,44.2,3.95,0.0
2023,2023-088,1.128,56.4,7.62,0.0
2023,2023-089,2.042,80.0,10.0,0.0
2023,2023-090,0.692,51.4,6.64,0.0
2023,2023-091,-0.914,27.4,3.28,0.0
2023,2023-092,0.972,57.6,5.67,0.0
2023,2023-093,-0.081,39.9,4.14,0.0
2023,2023-094,0.839,51.0,6.48,0.0
2023,2023-095,1.188,72.0,6.78,0.0
2023,2023-096,0.574,47.6,5.39,0.0
2024,2024-001,1.029,62.9,6.21,0.327
2024,2024-002,1.642,89.4,7.66,0.731
2024,2024-003,1.147,100.0,8.05,0.99
2024,2024-004,-0.973,67.4,0.3,0.845
2024,2024-005,-1.393,49.0,0.33,0.438
2024,2024-006,0.067,59.6,3.46,0.613
2024,2024-007,0.861,100.0,6.6,0.907
2024,2024-008,0.509,71.5,5.59,0.774
2024,2024-009,1.81,86.6,7.07,0.859
2024,2024-010,0.751,72.4,7.27,0.413
2024,2024-011,0.64,67.9,6.1,0.834
2024,2024-012,-0.731,83.0,3.91,0.829
2024,2024-013,-1.108,34.9,2.33,0.176
2024,2024-014,1.484,63.2,6.97,0.363
2024,2024-015,0.049,66.4,4.98,0.764
2024,2024-016,0.812,78.9,4.05,0.811
2024,2024-017,-1.376,62.1,2.7,0.722
2024,2024-018,-0.436,77.6,4.68,0.707
2024,2024-019,-1.291,57.8,2.06,0.651
2024,2024-020,-0.776,38.0,3.29,0.16
2024,2024-021,0.903,73.9,7.76,0.513
2024,2024-022,-1.481,69.7,2.82,0.511
2024,2024-023,-0.534,80.0,4.54,0.746
2024,2024-024,0.164,65.2,5.26,0.711
2024,2024-025,-0.668,69.5,5.5,0.506
2024,2024-026,-0.252,83.2,3.69,0.929
2024,2024-027,-0.222,54.7,5.47,0.396
2024,2024-028,0.418,63.5,3.72,0.758
2024,2024-029,-0.431,64.5,0.56,0.725
2024,2024-030,0.272,75.7,4.01,0.708
2024,2024-031,0.057,56.2,5.48,0.631
2024,2024-032,0.425,60.7,6.42,0.275
2024,2024-033,0.225,57.6,6.72,0.287
2024,2024-034,1.658,76.2,8.22,0.743
2024,2024-035,-0.664,77.4,4.9,0.578
2024,2024-036,1.199,76.2,10.0,0.447
2024,2024-037,-0.403,36.3,5.02,0.119
2024,2024-038,-0.958,40.5,3.46,0.477
2024,2024-039,1.211,61.3,7.9,0.22
2024,2024-040,-0.44,71.9,3.64,0.562
2024,2024-041,-0.388,67.3,7.81,0.946
2024,2024-042,-1.389,78.8,2.39,0.934
2024,2024-043,-2.098,84.3,0.0,0.804
2024,2024-044,0.634,85.4,5.85,0.741
2024,2024-045,-1.165,54.1,0.13,0.446
2024,2024-046,0.778,74.1,5.15,0.536
2024,2024-047,1.848,82.2,7.16,0.208
2024,2024-048,-0.115,70.8,4.47,0.787
2024,2024-049,-1.127,59.3,2.5,0.722
2024,2024-050,0.394,73.2,5.84,0.598
2024,2024-051,0.762,53.7,7.52,0.018
2024,2024-052,-0.262,100.0,1.81,0.928
2024,2024-053,0.017,64.3,4.45,0.346
2024,2024-054,1.335,68.6,6.91,0.19
2024,2024-055,1.265,53.9,7.66,0.51
2024,2024-056,0.71,82.3,5.8,0.729
2024,2024-057,-0.866,64.6,2.82,0.538
2024,2024-058,-0.054,66.6,4.3,0.596
2024,2024-059,0.603,54.6,7.9,0.453
2024,2024-060,-0.212,56.4,3.77,0.396
2024,2024-061,-0.61,56.1,8.92,0.486
2024,2024-062,-0.765,47.8,3.13,0.327
2024,2024-063,-0.632,55.6,4.09,0.397
2024,2024-064,-0.672,71.4,3.88,0.795
2024,2024-065,-0.451,44.5,4.47,0.202
2024,2024-066,1.146,83.4,6.88,0.43
2024,2024-067,-0.801,83.0,3.29,0.752
2024,2024-068,0.887,60.6,4.99,0.357
2024,2024-069,0.418,51.2,5.63,0.161
2024,2024-070,0.14,55.0,7.35,0.548
2024,2024-071,-0.827,53.3,5.05,0.462
2024,2024-072,-0.457,90.5,0.82,0.86
2024,2024-073,1.974,86.8,8.32,0.786
2024,2024-074,0.099,86.7,6.64,0.98
2024,2024-075,0.538,63.8,6.9,0.471
2024,2024-076,0.663,80.1,6.82,0.699
2024,2024-077,1.056,62.0,7.47,0.652
2024,2024-078,-0.238,70.3,4.36,0.916
2024,2024-079,-0.61,77.9,5.12,0.727
2024,2024-080,-0.06,65.3,4.04,0.579
2024,2024-081,-0.261,60.4,2.24,0.57
2024,2024-082,0.791,72.6,5.47,0.395
2024,2024-083,0.19,66.3,4.86,0.587
2024,2024-084,0.239,74.5,4.82,0.893
2024,2024-085,0.145,65.6,4.95,0.846
2024,2024-086,1.228,82.6,7.76,0.674
2024,2024-087,-0.543,36.3,0.08,0.335
2024,2024-088,-0.478,58.3,6.43,0.559
2024,2024-089,0.885,58.8,7.82,0.615
2024,2024-090,-0.106,56.4,2.98,0.371
2024,2024-091,0.361,100.0,6.12,0.814
2024,2024-092,-0.729,62.7,3.93,0.826
2024,2024-093,0.023,65.2,4.76,0.477
2024,2024-094,0.432,68.1,5.01,0.741
2024,2024-095,-1.327,31.6,3.1,0.241
2024,2024-096,-0.695,40.9,2.18,0.242
2024,2024-097,0.423,77.7,6.21,0.665
2024,2024-098,2.249,82.9,10.0,0.501
2024,2024-099,0.462,60.5,6.08,0.476
2024,2024-100,-0.059,71.6,6.38,0.923
2024,2024-101,-0.845,44.4,1.05,0.296
2024,2024-102,0.392,86.5,5.29,0.683
2024,2024-103,-2.501,60.8,1.69,0.858
2024,2024-104,-0.05,65.2,3.38,0.681
2024,2024-105,-0.33,85.2,6.12,0.839
2024,2024-106,-0.519,69.6,3.43,0.405
2024,2024-107,2.32,89.7,10.0,0.745
2024,2024-108,-2.474,12.0,1.75,0.2
2025,2025-001,-2.221,68.9,1.64,0.689
2025,2025-002,0.026,84.6,4.82,0.748
2025,2025-003,-0.539,95.6,2.89,0.933
2025,2025-004,-1.129,63.4,2.43,0.475
2025,2025-005,-2.442,81.2,2.29,0.684
2025,2025-006,0.765,67.0,6.05,0.593
2025,2025-007,-0.76,59.5,3.88,0.685
2025,2025-008,0.267,82.8,7.9,0.692
2025,2025-009,0.702,65.0,5.03,0.444
2025,2025-010,0.292,63.8,5.81,0.498
2025,2025-011,-0.198,56.5,3.04,0.803
2025,2025-012,0.659,77.2,5.46,0.789
2025,2025-013,0.52,86.6,6.1,0.818
2025,2025-014,0.599,55.4,7.02,0.815
2025,2025-015,-1.652,77.5,2.2,0.764
2025,2025-016,-0.392,72.9,2.98,0.891
2025,2025-017,-0.677,59.4,2.8,0.413
2025,2025-018,2.936,84.0,10.0,0.74
2025,2025-019,-0.665,58.5,4.88,0.693
2025,2025-020,1.257,91.5,7.14,0.924
2025,2025-021,-1.681,62.2,0.83,0.712
2025,2025-022,-0.4,79.4,3.74,0.784
2025,2025-023,-1.433,66.4,4.22,0.704
2025,2025-024,0.193,78.7,6.13,0.737
2025,2025-025,1.813,68.9,8.95,0.501
2025,2025-026,-0.892,57.2,2.59,0.779
2025,2025-027,0.79,64.9,4.75,0.75
2025,2025-028,0.774,89.5,6.35,0.9
2025,2025-029,0.64,54.8,6.08,0.63
2025,2025-030,-0.226,47.1,5.19,0.542
2025,2025-031,-0.155,58.5,2.92,0.619
2025,2025-032,0.136,61.4,6.93,0.685
2025,2025-033,0.207,98.5,6.57,0.869
2025,2025-034,0.157,58.6,7.38,0.679
2025,2025-035,0.779,66.9,6.61,0.891
2025,2025-036,-0.126,71.0,2.2,0.728
2025,2025-037,0.547,75.6,5.1,0.774
2025,2025-038,0.304,40.0,6.83,0.44
2025,2025-039,-1.122,72.5,5.48,0.738
2025,2025-040,-0.916,79.3,3.42,0.816
2025,2025-041,0.567,62.9,4.98,0.661
2025,2025-042,0.484,63.6,7.14,0.815
2025,2025-043,1.082,81.7,4.17,0.863
2025,2025-044,-2.235,53.1,0.0,0.639
2025,2025-045,0.614,54.6,7.04,0.667
2025,2025-046,-2.412,57.3,1.78,0.638
2025,2025-047,-0.056,71.6,1.96,0.921
2025,2025-048,-2.481,73.3,0.0,0.766
2025,2025-049,1.348,67.9,7.14,0.662
2025,2025-050,-0.859,80.2,3.21,0.907
2025,2025-051,2.175,84.2,7.51,0.524
