id,category,month,verdict,patterns,about_llm,has_ack_section,in_ack_section,negation_nearby,grammarly,llm_term_anywhere,title
2301.04092,math-ph,2023-01,none,,False,True,False,False,False,False,Exceptional points for associated Legendre functions of the second kind
2301.11003,math-ph,2023-01,none,,False,False,False,False,False,False,Non-existence of certain elliptic solutions of the Cubic-nonlinear Schrödinger Equation
2301.03402,math-ph,2023-01,none,,False,False,False,False,False,False,Convergence rates for defect modes in large finite resonator arrays
2301.06802,math-ph,2023-01,none,,False,True,False,False,False,False,On Araki's extension of the Jordan-Wigner transformation
2301.11702,math-ph,2023-01,none,,False,False,False,False,False,False,From particle systems to the BGK equation
2301.00445,math-ph,2023-01,none,,False,True,False,False,False,False,Wigner equations for phonons transport and quantum heat flux
2301.03997,math-ph,2023-01,none,,False,True,False,False,False,False,A Q-operator for open spin chains II: boundary factorization
2301.12468,math-ph,2023-01,none,,False,True,False,False,False,False,Towards integrable perturbation of 2d CFT on de Sitter space
2301.13744,math-ph,2023-01,none,,False,True,False,False,False,False,Elastic solids with strain-gradient elastic boundary surfaces
2301.00702,math-ph,2023-01,none,,False,True,False,False,False,False,Hopf monoids in perturbative algebraic quantum field theory
2301.04475,math-ph,2023-01,none,,False,True,False,False,False,False,Miura-reciprocal transformations and localizable Poisson pencils
2301.08346,math-ph,2023-01,none,,False,True,False,False,False,False,A critical survey of twisted spectral triples beyond the Standard Model
2301.05414,math-ph,2023-01,none,,False,True,False,False,False,False,Higher order first integrals of autonomous non-Riemannian dynamical systems
2301.11428,math-ph,2023-01,none,,False,True,False,False,False,False,Recursive characterisations of random matrix ensembles and associated combinatorial objects
2301.11789,math-ph,2023-01,none,,False,False,False,False,False,False,A radiation and propagation problem for a Helmholtz equation with a compactly supported nonlinearity
2301.05939,math-ph,2023-01,none,,False,False,False,False,False,False,Recovering the shape of a quantum tree by two spectra
2301.01390,math-ph,2023-01,none,,False,False,False,False,False,False,"TQFT, Homological Algebra and elements of K.Saito's Theory of Primitive Form: an attempt of mathematical text written by mathematical physicist"
2301.11679,math-ph,2023-01,none,,False,True,False,False,False,False,On dilation analyticity and spatial exponential decay of atomic ground states in non-relativistic qed
2301.07576,math-ph,2023-01,none,,False,True,False,False,False,False,A metriplectic formulation of polarized radiative transfer
2301.05790,math-ph,2023-01,none,,False,True,False,False,False,False,Mehler-Fock transforms and retarded radiative Green functions on hyperbolic and spherical spaces
2301.13567,math-ph,2023-01,none,,False,True,False,False,False,False,An explicit form of the fundamental solution of the master equation for a jump-diffusion Ornstein-Uhlenbeck process
2301.03069,math-ph,2023-01,none,,False,False,False,False,False,False,Exact Hydrodynamic Manifolds for the Linear Boltzmann BGK Equation I: Spectral Theory
2301.01131,math-ph,2023-01,none,,False,True,False,False,False,False,BKP-Affine Coordinates and Emergent Geometry of Generalized Brézin-Gross-Witten Tau-Functions
2301.02300,math-ph,2023-01,none,,False,True,False,False,False,False,Locality Galois groups of meromorphic germs in several variables
2301.05189,math-ph,2023-01,none,,False,True,False,False,False,False,Complete characterization of nontrivial local conservation laws and nonexistence of local Hamiltonian structures for generalized Infeld--Rowlands equation
2301.02860,math-ph,2023-01,none,,False,True,False,False,False,False,Thermodynamical Modeling of Multiphase Flow System with Surface Tension and Flow
2301.09503,math-ph,2023-01,none,,False,False,False,False,False,False,An evolution model for polygonal tessellations as models for crack networks and other natural patterns
2301.11388,math-ph,2023-01,none,,False,True,False,False,False,False,Perturbation determinant and Levinson's formula for Schrödinger operators with generalized point interaction
2301.06550,math-ph,2023-01,none,,False,True,False,False,False,False,Statistical Topology -- Distribution and Density Correlations of Winding Numbers in Chiral Systems
2301.05963,math-ph,2023-01,none,,False,True,False,False,False,False,The spectrum properties of an integrable $G_2$ invariant vertex model
2301.08678,math-ph,2023-01,none,,False,True,False,False,False,False,Symmetries in non-relativistic quantum electrodynamics
2301.11016,math-ph,2023-01,none,,False,False,False,False,False,False,On the Thermodynamics of Particles Obeying Monotone Statistics
2301.01749,math-ph,2023-01,none,,False,True,False,False,False,False,Geometric foundations for classical $\mathrm{U}(1)$-gauge theory on noncommutative manifolds
2301.05181,math-ph,2023-01,none,,False,True,False,False,False,False,Gaussian fluctuations in the Equipartition Principle for Wigner matrices
2301.03138,math-ph,2023-01,none,,False,True,False,False,False,False,Gaudin Hamiltonians on unitarizable modules over classical Lie (super)algebras
2301.03070,math-ph,2023-01,none,,False,True,False,False,False,False,Relegation-free closed-form perturbation theory and the domain of secular motions in the Restricted 3-Body Problem
2301.11595,math-ph,2023-01,none,,False,True,False,False,False,False,Exact solutions of Maxwell equations in homogeneous spaces with group of motions $G_3(IX)$
2301.04894,math-ph,2023-01,none,,False,True,False,False,False,False,Ground state energy of the dilute spin-polarized Fermi gas: Upper bound via cluster expansion
2301.00430,math-ph,2023-01,none,,False,True,False,False,False,False,Large deviations for the ground state of weakly interacting Bose gases
2301.12310,math-ph,2023-01,none,,False,True,False,False,False,False,Wightman fields for two-dimensional conformal field theories with pointed representation category
2301.13436,math-ph,2023-01,none,,False,True,False,False,False,False,Closed Form Expressions for Certain Improper Integrals of Mathematical Physics
2301.09314,math-ph,2023-01,none,,False,False,False,False,False,False,Hooke and Coulomn Energy of Tripod Spiders
2301.12817,math-ph,2023-01,none,,False,True,False,False,False,False,Emergent Quasi-Bosonicity in Interacting Fermi Gases
2303.08051,math-ph,2023-01,none,,False,False,False,False,False,False,Necessity of Tensorial Connections for Spinorial Systems
2301.04112,math-ph,2023-01,none,,False,True,False,False,False,False,Spin glass phase at zero temperature in the Edwards-Anderson model
2301.00324,math-ph,2023-01,none,,False,True,False,False,False,False,Planar equilibrium measure problem in the quadratic fields with a point charge
2301.02848,math-ph,2023-01,none,,False,True,False,False,False,False,Boundedness of the Fifth Derivative for the One-Particle Coulombic Density Matrix at the Diagonal
2301.01909,math-ph,2023-01,none,,False,True,False,False,False,False,Solid phase transitions in the liquid limit
2301.08812,math-ph,2023-01,none,,False,True,False,False,False,False,A Hamiltonian and geometric formulation of general Vlasov-Maxwell-type models
2301.09441,math-ph,2023-01,none,,False,True,False,False,False,False,Power spectra and autocovariances of level spacings beyond the Dyson conjecture
2301.09355,math-ph,2023-01,none,,False,True,False,False,False,False,Generalized virial theorem for contact Hamiltonian systems
2301.09735,math-ph,2023-01,none,,False,True,False,False,False,False,Stability Estimates for Some Parabolic Inverse Problems With the Final Overdetermination via a New Carleman Estimate
2304.05846,math-ph,2023-04,none,,False,False,False,False,False,False,Rationally-extended Dunkl oscillator on the line
2304.11421,math-ph,2023-04,none,,False,True,False,False,False,False,Monotone energy stability of magnetohydrodynamics Couette and Hartmann flows
2304.05569,math-ph,2023-04,none,,False,False,False,False,False,False,Resonance free domain for Schrödinger operators with repulsive potential
2304.04747,math-ph,2023-04,none,,False,True,False,False,False,False,Dynamical symmetries of supersymmetric oscillators
2304.01587,math-ph,2023-04,none,,False,True,False,False,False,False,Semiclassical estimates for Schrödinger operators with Neumann boundary conditions on Hölder domains
2304.03083,math-ph,2023-04,none,,False,False,False,False,False,False,Quantum resonances and analysis of the survival amplitude in the nonlinear Winter's model
2304.07739,math-ph,2023-04,none,,False,True,False,False,False,False,Momentum map for the Maxwell-Lorentz equations with spinning particle
2304.08392,math-ph,2023-04,none,,False,False,False,False,False,False,"Thermal Spacetime, Part I: Relativistic Bohmian Mechanics"
2304.09319,math-ph,2023-04,none,,False,True,False,False,False,False,The conditional DPP approach to random matrix distributions
2304.01039,math-ph,2023-04,none,,False,False,False,False,False,False,Non-Hermitian superintegrable systems
2304.10430,math-ph,2023-04,none,,False,False,False,False,False,False,Graded damage solutions in one dimension
2304.05149,math-ph,2023-04,none,,False,True,False,False,False,False,Simulations of quantum dynamics with fermionic phase-space representations using numerical matrix factorizations as stochastic gauges
2304.12910,math-ph,2023-04,none,,False,True,False,False,False,False,Asymptotic analysis of the weakly interacting Bose gas: A collection of recent results and applications
2304.03453,math-ph,2023-04,none,,False,False,False,False,False,False,Propagation and dispersion of Bloch waves in periodic media with soft inclusions
2304.04633,math-ph,2023-04,none,,False,False,False,False,False,False,Special Cosserat rods with rate-dependent evolving natural configurations
2304.07153,math-ph,2023-04,none,,False,False,False,False,False,False,A simple criterion for essential self-adjointness of Weyl pseudodifferential operators
2304.08097,math-ph,2023-04,none,,False,False,False,False,False,False,Bi-orthogonal spinors associated to T -pseudo-Hermitian Rashba Hamiltonian : Time reversal in Clifford Algebra Cl3(R) and Pseudo-Supersymmetry
2304.06005,math-ph,2023-04,none,,False,True,False,False,False,False,The Cauchy problem for Boltzmann bi-linear systems: The mixing of monatomic and polyatomic gases
2304.00877,math-ph,2023-04,none,,False,True,False,False,False,False,On the well-posed variational principle in degenerate point particle systems using embeddings of the symplectic manifold
2304.00965,math-ph,2023-04,none,,False,True,False,False,False,False,Solving the Linearized Field Equations of the Causal Action Principle in Minkowski Space
2304.00638,math-ph,2023-04,none,,False,False,False,False,False,False,Superintegrable quantum mechanical systems with position dependent masses invariant with respect to two parametric Lie groups
2304.02685,math-ph,2023-04,none,,False,True,False,False,False,False,About the notion of eigenstates for $C^*$-algebras and some application in Quantum Mechanics
2304.08651,math-ph,2023-04,none,,False,True,False,False,False,False,Rogue wave formation scenarios for the focusing nonlinear Schrödinger equation with parabolic-profile initial data on a compact support
2304.11394,math-ph,2023-04,none,,False,False,False,False,False,False,Spin Statistics and Field Equations for any Spin
2304.12896,math-ph,2023-04,none,,False,True,False,False,False,False,"Cluster expansions, trees, inversions and correlations"
2304.01935,math-ph,2023-04,none,,False,True,False,False,False,False,Exact solution of the $q$-deformed $D^{(1)}_3$ vertex model with open boundaries
2304.10526,math-ph,2023-04,none,,False,True,False,False,False,False,Foundation of classical dynamical density functional theory: uniqueness of time-dependent density-potential mappings
2304.09714,math-ph,2023-04,none,,False,True,False,False,False,False,A background independent notion of causality
2304.08558,math-ph,2023-04,none,,False,True,False,False,False,False,From fractal R-L ladder networks to the diffusion equation
2304.11545,math-ph,2023-04,none,,False,True,False,False,False,False,Monotone energy stability for Poiseuille flow in a porous medium
2304.12371,math-ph,2023-04,none,,False,True,False,False,False,False,Eleven-dimensional supergravity as a Calabi-Yau twofold
2304.03051,math-ph,2023-04,none,,False,True,False,False,False,False,Matrix models for the nested hypergeometric tau-functions
2304.00284,math-ph,2023-04,none,,False,False,False,False,False,False,Sundman transformation and alternative tangent structuresSundman transformation and alternative tangent structures
2304.11904,math-ph,2023-04,none,,False,False,False,False,False,False,Spectral analysis of $N$-body Schrödinger operators at two-cluster thresholds
2304.12581,math-ph,2023-04,none,,False,True,False,False,False,False,On particular integrability in classical mechanics
2304.11773,math-ph,2023-04,none,,False,False,False,False,False,False,On temperature of a diamond
2304.07220,math-ph,2023-04,none,,False,True,False,False,False,False,Tensorial time derivatives on moving surfaces: General concepts and a specific application for surface Landau-de Gennes models
2305.02194,math-ph,2023-04,none,,False,False,False,False,False,False,Generalized hypergeometric coherent states for special functions: mathematical and physical properties
2304.09393,math-ph,2023-04,none,,False,True,False,False,False,False,A numerical study of two-point correlation functions of the two-periodic weighted Aztec diamond in mesoscopic limit
2304.13373,math-ph,2023-04,none,,False,True,False,False,False,False,Aharonov-Casher theorems for Dirac operators on manifolds with boundary and APS boundary condition
2304.09633,math-ph,2023-04,none,,False,False,False,False,False,False,Hamiltonian dynamics on the symplectic extended phase space for autonomous and non-autonomous systems
2305.00442,math-ph,2023-04,none,,False,True,False,False,False,False,On the localization regime of certain random operators within Hartree-Fock theory
2304.14306,math-ph,2023-04,none,,False,True,False,False,False,False,Dynamical symmetries of the anisotropic oscillator
2304.13968,math-ph,2023-04,none,,False,True,False,False,False,False,Lie Symmetry Analysis and Some New Exact Solutions to the KP-BBM Equation
2304.08163,math-ph,2023-04,none,,False,True,False,False,False,False,Discrete symplectic fermions on double dimers and their Virasoro representation
2304.02342,math-ph,2023-04,none,,False,False,False,False,False,False,Eigenvalues and threshold rezonances of a two-dimensional split-step quantum walk with strong shift
2304.03032,math-ph,2023-04,none,,False,True,False,False,False,False,Laplace transform of the $x-y$ symplectic transformation formula in Topological Recursion
2304.08642,math-ph,2023-04,none,,False,True,False,False,False,False,The hard-core model on $\mathbb{Z}^3$ and Kepler's conjecture
2304.13929,math-ph,2023-04,none,,False,False,False,False,False,False,Asymptotic analysis of the Narrow Escape Problem in general shaped domain with several absorbing necks
2304.03224,math-ph,2023-04,none,,False,False,False,False,False,False,On the renormalization group fixed point of the two-dimensional Ising model at criticality
2304.09579,math-ph,2023-04,none,,False,True,False,False,False,False,Cauchy relations in linear elasticity: Algebraic and physics aspects
2304.14758,math-ph,2023-04,none,,False,True,False,False,False,False,Spectral interactions between strings in the Higgs background
2304.14158,math-ph,2023-04,none,,False,False,False,False,False,False,Dissipation and the information content of the deviation from hamiltonian dynamics
2304.07631,math-ph,2023-04,none,,False,False,False,False,False,False,Construction of solutions of analogs of the Schrodinger time equations corresponding to the Hamiltonian system $H^{2+2+1}$
2304.05466,math-ph,2023-04,none,,False,True,False,False,False,False,Spectral analysis of an open $q$-difference Toda chain with two-sided boundary interactions on the finite integer lattice
2304.10185,math-ph,2023-04,none,,False,True,False,False,False,False,$Φ^4_3$ measures on compact Riemannian $3$-manifolds
2304.11687,math-ph,2023-04,none,,False,True,False,False,False,False,"Topological recursion, symplectic duality, and generalized fully simple maps"
2304.07589,math-ph,2023-04,none,,False,False,False,False,False,False,The reasonable effectiveness of mathematical deformation theory in physics
2304.12323,math-ph,2023-04,none,,False,True,False,False,False,False,Squire's theorem for nonlinear monotone energy stability
2304.06458,math-ph,2023-04,none,,False,True,False,False,False,False,The Lie algebra of the lowest transitively differential group of degree three
2304.01326,math-ph,2023-04,none,,False,True,False,False,False,False,On Schrödinger Operators Modified by $δ$ Interactions
2304.08505,math-ph,2023-04,none,,False,False,False,False,False,False,Noncommutative Geometry and Gauge theories on AF algebras
2304.11830,math-ph,2023-04,none,,False,True,False,False,False,False,"Chern-Simons Theory, Ehrhart Polynomials, and Representation Theory"
2304.07433,math-ph,2023-04,none,,False,True,False,False,False,False,Topological recursion on transalgebraic spectral curves and Atlantes Hurwitz numbers
2304.01824,math-ph,2023-04,none,,False,True,False,False,False,False,Construction of determinants for the six-vertex model with domain wall boundary conditions
2304.13272,math-ph,2023-04,none,,False,True,False,False,False,False,A General Dixmier Trace Formula for the Density of States on Open Manifolds
2304.03091,math-ph,2023-04,none,,False,False,False,False,False,False,Nonlinear PDE models in semi-relativistic quantum physics
2305.00099,math-ph,2023-04,none,,False,False,False,False,False,False,On the relation between Dencker's polarization set and the gauge-fixing in electrodynamics
2304.02405,math-ph,2023-04,none,,False,True,False,False,False,False,The free energy of dilute Bose gases at low temperatures
2304.04127,math-ph,2023-04,none,,False,True,False,False,False,False,"Gaussian Unitary Ensembles with Jump Discontinuities, PDEs and the Coupled Painlevé IV System"
2304.06465,math-ph,2023-04,none,,False,False,False,False,False,False,Flat bands of periodic graphs
2304.00833,math-ph,2023-04,none,,False,True,False,False,False,False,"Some contributions to k-contact Lagrangian field equations, symmetries and dissipation laws"
2304.06289,math-ph,2023-04,none,,False,True,False,False,False,False,Resonances at the Threshold for Pauli Operators in Dimension Two
2304.01736,math-ph,2023-04,none,,False,True,False,False,False,False,Universality in the 2d quasi-periodic Ising model and Harris-Luck irrelevance
2304.13356,math-ph,2023-04,none,,False,False,False,False,False,False,Measurement in Quantum Field Theory
2304.02153,math-ph,2023-04,none,,False,False,False,False,False,False,Real moments of the logarithmic derivative of characteristic polynomials in random matrix ensembles
2304.01478,math-ph,2023-04,none,,False,True,False,False,False,False,Analytic and algebraic properties of dispersion relations (Bloch varieties) and Fermi surfaces. What is known and unknown
2304.11551,math-ph,2023-04,none,,False,True,False,False,False,False,Superoscillations and Fock spaces
2304.08843,math-ph,2023-04,none,,False,True,False,False,False,False,Exact solutions and superposition rules for Hamiltonian systems generalizing time-dependent SIS epidemic models with stochastic fluctuations
2304.04678,math-ph,2023-04,none,,False,False,False,False,False,False,Scattering by a perforated sandwich membrane: method of Riemann surfaces
2304.03340,math-ph,2023-04,none,,False,False,False,False,False,False,Remarks on the Lie derivative in fluid mechanics
2305.00529,math-ph,2023-04,none,,False,True,False,False,False,False,$\mathfrak{gl}(3)$ Polynomial Integrable System: Different Faces of the 3-Body/${\mathcal A}_2$ Elliptic Calogero Model
2304.13002,math-ph,2023-04,none,,False,True,False,False,False,False,Computational explorations of a deformed fuzzy sphere
2304.08943,math-ph,2023-04,none,,False,True,False,False,False,False,Zeta limits for the spectrum of quantum Rabi models
2304.11361,math-ph,2023-04,none,,False,False,False,False,False,False,Nonlinear extension of the J-matrix method of scattering: A toy model
2304.05737,math-ph,2023-04,none,,False,False,False,False,False,False,"Multicomponent KP type hierarchies and their reductions, associated to conjugacy classes of Weyl groups of classical Lie algebras"
2304.02133,math-ph,2023-04,none,,False,True,False,False,False,False,On the Relativistic Spatial Localization for massive real scalar Klein-Gordon quantum particles
2304.09815,math-ph,2023-04,none,,False,False,False,False,False,False,"On a generalised Lambert $W$ branch transition function arising from $p,q$-binomial coefficients"
2304.04303,math-ph,2023-04,none,,False,True,False,False,False,False,Mathematical aspects of the Kubo formula for electrical conductivity with dissipation
2304.09130,math-ph,2023-04,none,,False,False,False,False,False,False,${\mathsf D}^2={\mathsf H}+1/4$ with point interactions
2304.08311,math-ph,2023-04,none,,False,True,False,False,False,False,A Review on Octupolar Tensors
2304.03082,math-ph,2023-04,none,,False,True,False,False,False,False,DLR-KMS correspondence on lattice spin systems
2304.02486,math-ph,2023-04,none,,False,True,False,False,False,False,"Winding number, density of states and acceleration"
2304.10843,math-ph,2023-04,none,,False,False,False,False,False,False,Mathematical theory for the interface mode in a waveguide bifurcated from a Dirac point
2304.11610,math-ph,2023-04,none,,False,True,False,False,False,False,The number and location of eigenvalues for the two-particle Schrödinger operators on lattices
2304.02627,math-ph,2023-04,none,,False,True,False,False,False,False,Unbounded Hamiltonians generated by Parseval frames
2307.13956,math-ph,2023-07,none,,False,False,False,False,False,False,Quantum Painlevé II Lax Pair and Quantum (Matrix) Analogues of Classical Painlevé II equation
2307.14251,math-ph,2023-07,none,,False,False,False,False,False,False,Harmonic Oscillator with a Step and its Isospectral Properties
2307.00312,math-ph,2023-07,none,,False,True,False,False,False,False,Upper bounds for the number of isolated critical points via Thom-Milnor theorem
2307.15332,math-ph,2023-07,none,,False,False,False,False,False,False,On multidimensional inverse scattering under the Stark effect
2307.05622,math-ph,2023-07,none,,False,True,False,False,False,False,On the gap probability of the tacnode process
2307.09028,math-ph,2023-07,none,,False,True,False,False,False,False,Simple and high-order $N$-solitons of the nonlocal generalized Sasa-Satsuma equation via an improved Riemann-Hilbert method
2307.02613,math-ph,2023-07,none,,False,True,False,False,False,False,"Infinite affine, hyperbolic and Lorentzian Weyl groups with their associated Calogero models"
2307.07762,math-ph,2023-07,none,,False,True,False,False,False,False,Weakly interacting Fermions: mean-field and semiclassical regimes
2307.06049,math-ph,2023-07,none,,False,True,False,False,False,False,A new perspective on nonholonomic brackets and Hamilton-Jacobi theory
2307.12535,math-ph,2023-07,none,,False,True,False,False,False,False,Operator Norm Bounds on the Correlation Matrix of the SK Model at High Temperature
2307.01113,math-ph,2023-07,none,,False,False,False,False,False,False,Pressure of a dilute spin-polarized Fermi gas: Lower bound
2307.06114,math-ph,2023-07,none,,False,False,False,False,False,False,Infrared problem in quantum electrodynamics
2307.04856,math-ph,2023-07,none,,False,True,False,False,False,False,Universal first-order Massey product of a prefactorization algebra
2307.13935,math-ph,2023-07,none,,False,False,False,False,False,False,The difference variational bicomplex and multisymplectic systems
2307.00788,math-ph,2023-07,none,,False,False,False,False,False,False,Positive mass gap of quantum Yang-Mills Fields
2307.13119,math-ph,2023-07,none,,False,True,False,False,False,False,"Integrable operators, $\overline{\partial}$-Problems, KP and NLS hierarchy"
2307.13097,math-ph,2023-07,none,,False,False,False,False,False,False,Geometric properties for a class of deformed trace functions
2307.11673,math-ph,2023-07,none,,False,False,False,False,False,False,Exact hydrodynamics and onset of phase separation for an active exclusion process
2307.13498,math-ph,2023-07,none,,False,True,False,False,False,False,Gap distributions of Fourier quasicrystals via Lee-Yang polynomials
2307.04708,math-ph,2023-07,none,,False,True,False,False,False,False,Topological recursion of the Weil-Petersson volumes of hyperbolic surfaces with tight boundaries
2307.10070,math-ph,2023-07,none,,False,True,False,False,False,False,Destructive relativity
2307.01527,math-ph,2023-07,none,,False,True,False,False,False,False,Duality of O(N) and Sp(N) random tensor models: tensors with symmetries
2307.02233,math-ph,2023-07,none,,False,False,False,False,False,False,Vacuum polarisation without infinities
2307.03282,math-ph,2023-07,none,,False,True,False,False,False,False,Feynman path integrals on compact Lie groups with bi-invariant Riemannian metrics
2307.09235,math-ph,2023-07,none,,False,True,False,False,False,False,"Nonlinear feedback, double bracket dissipation and port control of Lie-Poisson systems"
2307.11302,math-ph,2023-07,none,,False,True,False,False,False,False,Vanishing cycles and analysis of singularities of Feynman diagrams
2307.02112,math-ph,2023-07,none,,False,False,False,False,False,False,Deformation and quantisation condition of the $\mathscr{Q}$-top recursion
2307.06690,math-ph,2023-07,none,,False,True,False,False,False,False,"Anti-de Sitterian ""massive"" elementary systems and their Minkowskian and Newton-Hooke contraction limits"
2307.00634,math-ph,2023-07,none,,False,True,False,False,False,False,Evaluation of the second virial coefficient for the Mie potential using the method of brackets
2307.14904,math-ph,2023-07,none,,False,True,False,False,False,False,Recursions and ODEs for the correlators in integrable systems and random matrices
2307.13115,math-ph,2023-07,none,,False,True,False,False,False,False,A Note on the Binding Energy for Bosons in the Mean-field Limit
2307.04666,math-ph,2023-07,none,,False,True,False,False,False,False,Phase space for gravity with boundaries
2307.01608,math-ph,2023-07,none,,False,True,False,False,False,False,Dynamical Localization for the Singular Anderson Model in $\mathbb{Z}^d$
2307.06080,math-ph,2023-07,none,,False,True,False,False,False,False,Conformal and Contact Kinetic Dynamics and Their Geometrization
2308.01211,math-ph,2023-07,none,,False,False,False,False,False,False,A Lagrangian formulation for the Oldroyd B fluid and the second principle of thermodynamics
2308.00145,math-ph,2023-07,none,,False,False,False,False,False,False,Exponential decay of the critical points in a discrete model of polyacetylene
2308.08450,math-ph,2023-07,none,,False,True,False,False,False,False,Kepler dynamics on a conformable Poisson manifold
2307.14115,math-ph,2023-07,none,,False,False,False,False,False,False,Structure of Clifford-Weyl Algebras And Representations of ortho-symplectic Lie Superalgebras
2307.14955,math-ph,2023-07,none,,False,False,False,False,False,False,Boundary structure of the standard model coupled to gravity
2307.01008,math-ph,2023-07,none,,False,True,False,False,False,False,Dyson-Schwinger equations in zero dimensions and polynomial approximations
2307.16202,math-ph,2023-07,none,,False,True,False,False,False,False,The Havriliak-Negami and Jurlewicz-Weron-Stanislavsky relaxation models revisited: memory functions based study
2307.08732,math-ph,2023-07,none,,False,False,False,False,False,False,On the algebraic area of cubic lattice walks
2307.09535,math-ph,2023-07,none,,False,False,False,False,False,False,On the behaviour of a periodically forced and thermostatted harmonic chain
