Model version,mean_score,Best score (across scorers),Release date,Organization,Country,Training compute (FLOP),Training compute notes,stderr,Log viewer,Logs,Started at,id
gpt-5.5-pro-pre-release_xhigh,1.0,1.0,2026-04-23,OpenAI,United States of America,,,0.0,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FYxbseUDNgFUjokfYXui62r.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/YxbseUDNgFUjokfYXui62r.eval,2026-04-24T23:38:07.000Z,YxbseUDNgFUjokfYXui62r
gpt-5.5-pre-release_xhigh,1.0,1.0,2026-04-23,OpenAI,United States of America,,,0.0,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FdP6L7ViZSdcTiWxooLCTUh.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/dP6L7ViZSdcTiWxooLCTUh.eval,2026-04-24T14:06:46.000Z,dP6L7ViZSdcTiWxooLCTUh
claude-opus-4-7_xhigh,0.978,0.978,2026-04-16,Anthropic,United States of America,,,0.022,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FjyCZnpXG2bh9G43X8pT75m.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/jyCZnpXG2bh9G43X8pT75m.eval,2026-04-17T18:26:45.000Z,jyCZnpXG2bh9G43X8pT75m
gpt-5.4-mini-2026-03-17_high,0.8722222222222222,0.8722222222222222,2026-03-17,OpenAI,United States of America,,,0.042508334166668306,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FZ5Sp2AKYzTBNdMEyTfTRuN.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/Z5Sp2AKYzTBNdMEyTfTRuN.eval,2026-04-15T14:17:38.000Z,Z5Sp2AKYzTBNdMEyTfTRuN
gpt-5.4-nano-2026-03-17_high,0.8778,0.8778,2026-03-17,OpenAI,United States of America,,,0.0394,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FjVv9m8DjkdpZaLPdUzAnG9.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/jVv9m8DjkdpZaLPdUzAnG9.eval,2026-04-14T15:08:33.525Z,jVv9m8DjkdpZaLPdUzAnG9
muse-spark,0.889,0.889,2026-04-08,Meta AI,United States of America,,,0.047,,,2026-04-08T16:30:04.184Z,muse-spark-pre-release-mock-aime
gpt-5.4-2026-03-05_xhigh,0.953,0.953,2026-03-05,OpenAI,United States of America,,,0.032,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FHVsPchr34pWYHNuv5sKYyK.eval,https://epoch-benchmarks-staging-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/HVsPchr34pWYHNuv5sKYyK.eval,2026-03-06T03:24:03.099Z,HVsPchr34pWYHNuv5sKYyK
claude-sonnet-4-6_32K,0.857936507936508,0.857936507936508,2026-02-17,Anthropic,United States of America,,,0.04539927553202047,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2F9LWdzVN5w4ihNvncsaCWMu.eval,https://epoch-benchmarks-staging-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/9LWdzVN5w4ihNvncsaCWMu.eval,2026-02-20T16:18:28.678Z,9LWdzVN5w4ihNvncsaCWMu
gemini-3.1-pro-preview,0.956,0.956,2026-02-19,Google DeepMind,United States of America,,,0.031,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FbXgZZgzRE3wXoSRUgrbsVf.eval,https://epoch-benchmarks-staging-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/bXgZZgzRE3wXoSRUgrbsVf.eval,2026-02-20T04:39:36.998Z,bXgZZgzRE3wXoSRUgrbsVf
glm-5,0.8,0.8,2026-02-11,Z.ai (Zhipu AI),China,,,0.06,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2Fccbx7KQY9bTD563vzBXwSg.eval,https://epoch-benchmarks-staging-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/ccbx7KQY9bTD563vzBXwSg.eval,2026-02-12T16:08:22.578Z,ccbx7KQY9bTD563vzBXwSg
claude-opus-4-6_64K,0.9444444444444444,0.9444444444444444,2026-02-05,Anthropic,United States of America,,,0.028247294597471075,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FTUPC8VdX4jApFa4MGfNP4t.eval,https://epoch-benchmarks-staging-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/TUPC8VdX4jApFa4MGfNP4t.eval,2026-02-06T04:32:30.354Z,TUPC8VdX4jApFa4MGfNP4t
claude-opus-4-6_32K,0.9305555555555556,0.9305555555555556,2026-02-05,Anthropic,United States of America,,,0.03337013961212755,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FkZ3VgrQJxfKQ5msjpmSaAz.eval,https://epoch-benchmarks-staging-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/kZ3VgrQJxfKQ5msjpmSaAz.eval,2026-02-06T04:31:07.514Z,kZ3VgrQJxfKQ5msjpmSaAz
fireworks/kimi-k2p5,0.922,0.922,2026-01-27,Moonshot,China,5.8e+24,"Per section 3.2, ""The joint pre-training stage continues from a near-end Kimi K2 checkpoint over additional 15T vision-text tokens at 4K sequence length""

Kimi K2 was pretrained on 15T tokens. A near-end checkpoint of K2 was trained into K2.5 over another 15T tokens (or 15.2 to 15.5T tokens). This makes for a total of ~30T.

There are an additional 1T tokens in ""Stage 1"" used to train the ViT encoder, which is likely much smaller than the full LLM, so we omit those tokens to calculate training compute.

30e12 tokens * 32B parameters * 6 = 5.76e24 FLOP

Per Kimi talk (timestamp 26:00), the 15 trillion tokens of K2.5 were additive, for 30T training tokens overall: https://x.com/Kimi_Moonshot/status/2035011542115393973?s=20",0.039,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FmbfZvrSNoXSJqCyD4VKqLe.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/mbfZvrSNoXSJqCyD4VKqLe.eval,2026-02-02T10:53:14.986Z,mbfZvrSNoXSJqCyD4VKqLe
glm-4.7,0.8333333333333334,0.8333333333333334,2025-12-22,Z.ai (Zhipu AI),China,4.42e+24,"Training tokens not disclosed.

Presuming this is a post-training update from GLM-4.5 (23T tokens) with minor additional compute, training compute is at least:

6 FLOP/parameter/token * 32B active parameters * 23T tokens = 4.42e24 FLOP",0.04767312946227961,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FGYzmrzMfeSjNjm2J6L9PeT.eval,https://epoch-benchmarks-staging-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/GYzmrzMfeSjNjm2J6L9PeT.eval,2026-01-29T16:46:50.435Z,GYzmrzMfeSjNjm2J6L9PeT
gemini-3-flash-preview,0.9277777777777778,0.9277777777777778,2025-12-17,Google DeepMind,United States of America,,,0.035196259111492545,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FH3E7EjjXfGCPnm9ooLdmAo.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/H3E7EjjXfGCPnm9ooLdmAo.eval,2025-12-17T22:40:30.896Z,H3E7EjjXfGCPnm9ooLdmAo
deepseek-reasoner,0.878174603174603,0.878174603174603,2025-12-01,DeepSeek,China,4.2e+24,"Pre-trained base was DeepSeek-V3.1-Terminus
3.594058e+24 FLOP [base model] + 2.095014e+23 FLOP = 3.8035594e+24 FLOP for pre-training plus continued pre-training

Then, ""this framework allocates a
post-training computational budget exceeding 10% of the pre-training cost"", so 4.18e24",0.041306766974863386,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2F8szQqvTsGG8gJ2TiFReRn9.eval,https://epoch-benchmarks-staging-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/8szQqvTsGG8gJ2TiFReRn9.eval,2025-12-16T14:32:17.922Z,8szQqvTsGG8gJ2TiFReRn9
gpt-5.2-2025-12-11_xhigh,0.961,0.961,2025-12-11,OpenAI,United States of America,,,0.027,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FR393BZjXtkEYju29gs5R8B.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/R393BZjXtkEYju29gs5R8B.eval,2025-12-13T15:56:00.000Z,R393BZjXtkEYju29gs5R8B
openai/gpt-oss-120b_high,0.8888888888888888,0.8888888888888888,2025-08-05,OpenAI,United States of America,4.94e+24,"""The training run for gpt-oss-120b required 2.1 million H100-hours to complete""
(2.1e6 hours)*(1,979 H100 FLOP/s)*(30% utilization)*(60*60) = 4.49e24
They also do post training similar to o3, which we assume adds at least 10% as much compute, so we multiply this estimate by 1.1 to get 4.94e24

",0.04463343655613273,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2F3QjP5HPi8tKUzHtNJktfv4.eval,https://epoch-benchmarks-staging-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/3QjP5HPi8tKUzHtNJktfv4.eval,2025-12-11T22:37:41.702Z,3QjP5HPi8tKUzHtNJktfv4
gpt-5.2-2025-12-11_medium,0.9388888888888889,0.9388888888888889,2025-12-11,OpenAI,United States of America,,,0.030675842208062715,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FZ2ZwwqLDDrBrEYhtKtFLCQ.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/Z2ZwwqLDDrBrEYhtKtFLCQ.eval,2025-12-11T20:49:22.447Z,Z2ZwwqLDDrBrEYhtKtFLCQ
gpt-5.2-2025-12-11_high,0.9611111111111111,0.9611111111111111,2025-12-11,OpenAI,United States of America,,,0.025997226390952678,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FLiUMZyNSM8q93KDubWgYCh.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/LiUMZyNSM8q93KDubWgYCh.eval,2025-12-11T20:49:15.912Z,LiUMZyNSM8q93KDubWgYCh
gpt-5.2-2025-12-11_low,0.7888888888888889,0.7888888888888889,2025-12-11,OpenAI,United States of America,,,0.05006659426035015,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2F5Hcw3Td96qF66quWrDMKJB.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/5Hcw3Td96qF66quWrDMKJB.eval,2025-12-11T20:24:25.981Z,5Hcw3Td96qF66quWrDMKJB
Qwen3-235B-A22B-Thinking-2507,0.8666666666666667,0.8666666666666667,2025-07-25,Alibaba,China,4.752e+24,6 FLOP / parameter / token * 22*10^9 active parameters * 36000000000000 tokens = 4.752e+24 FLOP,0.051247074319053836,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FXWpHpVPCaVjcwPpdpXuuGH.eval,https://epoch-benchmarks-staging-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/XWpHpVPCaVjcwPpdpXuuGH.eval,2025-12-10T18:03:27.753Z,XWpHpVPCaVjcwPpdpXuuGH
gpt-5.1-2025-11-13_low,0.6388888888888888,0.6388888888888888,2025-11-13,OpenAI,United States of America,,"Almost certainly > 1e25
",0.058821311521534046,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2F6J9aPwieMfq2eSse8ZknBW.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/6J9aPwieMfq2eSse8ZknBW.eval,2025-11-25T15:18:46.210Z,6J9aPwieMfq2eSse8ZknBW
claude-opus-4-5-20251101,0.48055555555555557,0.48055555555555557,2025-11-24,Anthropic,United States of America,,Flagship model from a leading developer in mid-2025; very likely it used >1e25 FLOP.,0.06405336755004033,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FnSb2focDRMyPJXErk3MV94.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/nSb2focDRMyPJXErk3MV94.eval,2025-11-24T20:47:49.364Z,nSb2focDRMyPJXErk3MV94
claude-opus-4-5-20251101_32K,0.8611111111111112,0.8611111111111112,2025-11-24,Anthropic,United States of America,,Flagship model from a leading developer in mid-2025; very likely it used >1e25 FLOP.,0.042644255740946095,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FikUWdu6HJ2qRgZynfzDCFe.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/ikUWdu6HJ2qRgZynfzDCFe.eval,2025-11-24T20:14:50.875Z,ikUWdu6HJ2qRgZynfzDCFe
claude-opus-4-5-20251101_16K,0.8166666666666667,0.8166666666666667,2025-11-24,Anthropic,United States of America,,Flagship model from a leading developer in mid-2025; very likely it used >1e25 FLOP.,0.05018903659106632,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FSH5jr76ni3RnpXVMETMy2H.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/SH5jr76ni3RnpXVMETMy2H.eval,2025-11-24T20:02:12.729Z,SH5jr76ni3RnpXVMETMy2H
gemini-3-pro-preview,0.9138888888888889,0.9138888888888889,2025-11-18,Google DeepMind,United States of America,,Almost certainly >1e25,0.03658872186755414,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2F4QM4h7ndQiDRL2anjKeddK.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/4QM4h7ndQiDRL2anjKeddK.eval,2025-11-19T15:16:13.231Z,4QM4h7ndQiDRL2anjKeddK
gpt-5.1-2025-11-13_medium,0.8555555555555555,0.8555555555555555,2025-11-13,OpenAI,United States of America,,"Almost certainly > 1e25
",0.04387258359693737,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2Fk7inKYrGDT2LFcCiQhGfTP.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/k7inKYrGDT2LFcCiQhGfTP.eval,2025-11-17T21:28:27.888Z,k7inKYrGDT2LFcCiQhGfTP
gemini-2.5-pro,0.8416666666666667,0.8472222222222222,2025-06-17,Google DeepMind,United States of America,,Flagship model from a leading developer in mid-2025; very likely it used >1e25 FLOP.,0.048143196054711346,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FiJp7PgYZa3PiXAV8UWd7MC.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/iJp7PgYZa3PiXAV8UWd7MC.eval,2025-11-16T19:00:06.794Z,iJp7PgYZa3PiXAV8UWd7MC
gpt-5.1-2025-11-13_high,0.8861111111111111,0.8861111111111111,2025-11-13,OpenAI,United States of America,,"Almost certainly > 1e25
",0.040479727089927024,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FmYKKTdV27TRJv9FpUg7rkn.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/mYKKTdV27TRJv9FpUg7rkn.eval,2025-11-13T19:52:15.595Z,mYKKTdV27TRJv9FpUg7rkn
kimi-k2-thinking-turbo,0.8305555555555556,0.8305555555555556,2025-11-06,Moonshot,China,4.2e+24,"Assuming the additional post-training contributed between 1% and 100% of Kimi K2's training compute (which we confidently estimate at 2.976e+24), we get a range of 3.0e24 to 6.0e24, and a geometric mean of 4.2e24.",0.048192643258048534,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2F8BM7dCHaUZgcYJwZWiBhiQ.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/8BM7dCHaUZgcYJwZWiBhiQ.eval,2025-11-13T14:21:18.345Z,8BM7dCHaUZgcYJwZWiBhiQ
gpt-5-nano-2025-08-07_high,0.8111111111111111,0.8111111111111111,2025-08-07,OpenAI,United States of America,,,0.04626556218905063,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FY9YnaJQWpPFAPhe6jtKMhH.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/Y9YnaJQWpPFAPhe6jtKMhH.eval,2025-10-31T09:55:38.159Z,Y9YnaJQWpPFAPhe6jtKMhH
gpt-5-mini-2025-08-07_high,0.8666666666666667,0.8666666666666667,2025-08-07,OpenAI,United States of America,,,0.04286165199944133,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2FR82gycJfm5jaCdh32tFkH4.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/R82gycJfm5jaCdh32tFkH4.eval,2025-10-30T09:59:54.926Z,R82gycJfm5jaCdh32tFkH4
gpt-5-2025-08-07_high,0.9138888888888889,0.9138888888888889,2025-08-07,OpenAI,United States of America,6.6e+25,"Likely around 6e25 [CI: 2e25 to 2e26] FLOP. See document below for details

https://docs.google.com/document/d/1V2jIk365LnhH4WDoCw5dYJjZr1Htw8IHaK1noMf5Y48/edit?tab=t.z871imftkus",0.03658872186755414,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2F3D8aaFBLZwQcnWHYKwvnmq.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/3D8aaFBLZwQcnWHYKwvnmq.eval,2025-10-29T22:29:41.753Z,3D8aaFBLZwQcnWHYKwvnmq
claude-sonnet-4-5-20250929_59K,0.7777777777777778,0.7777777777777778,2025-09-29,Anthropic,United States of America,,,0.06267511942419625,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2Fk5PDL6MpCC6P5eLAhodJiS.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/k5PDL6MpCC6P5eLAhodJiS.eval,2025-10-28T10:21:02.293Z,k5PDL6MpCC6P5eLAhodJiS
claude-sonnet-4-5-20250929_16K,0.7111111111111111,0.7111111111111111,2025-09-29,Anthropic,United States of America,,,0.0683294324254051,https://logs.epoch.ai/inspect-viewer/36231d6d/viewer.html?log_file=https%3A%2F%2Flogs.epoch.ai%2Finspect_ai_logs%2F7QkPRbRPpRx8nJT2ZcqSx6.eval,https://epoch-benchmarks-production-public.s3.us-east-2.amazonaws.com/inspect_ai_logs/7QkPRbRPpRx8nJT2ZcqSx6.eval,2025-10-28T09:57:34.696Z,7QkPRbRPpRx8nJT2ZcqSx6
