Model version,mean_score,Best score (across scorers),Release date,Organization,Country,Training compute (FLOP),Training compute notes,stderr,Log viewer,Logs,Started at,id
glm-5,0.16433566433566432,0.16433566433566432,2026-02-11,Z.ai (Zhipu AI),China,,,0.021951258107494095,,https://epoch-benchmarks-staging-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/MEXifXdpy4M5JH6EoyF35G.eval,2026-02-19T19:17:36.176Z,MEXifXdpy4M5JH6EoyF35G
gemini-3.1-pro-preview,0.369,0.369,2026-02-19,Google DeepMind,United States of America,,,0.028,,https://epoch-benchmarks-staging-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/CZ5mNHNivNueD6boJnxq6H.eval,2026-02-19T18:54:42.570Z,CZ5mNHNivNueD6boJnxq6H
claude-opus-4-6_max,0.407,0.407,2026-02-05,Anthropic,United States of America,,,0.029,,https://epoch-benchmarks-staging-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/Y4von2jMmwvEK5MuNw9pSt.eval,2026-02-12T17:17:42.489Z,Y4von2jMmwvEK5MuNw9pSt
claude-opus-4-6_64K,0.39655172413793105,0.39655172413793105,2026-02-05,Anthropic,United States of America,,,0.028775377199008325,,https://epoch-benchmarks-staging-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/QSNvJqsvYdNbb85DyL9AXn.eval,2026-02-06T15:39:35.993Z,QSNvJqsvYdNbb85DyL9AXn
claude-opus-4-6_32K,0.4,0.4,2026-02-05,Anthropic,United States of America,,,0.028817526385684453,,https://epoch-benchmarks-staging-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/b2iuVcuCPEau2ryhBsjhS9.eval,2026-02-06T12:46:04.911Z,b2iuVcuCPEau2ryhBsjhS9
claude-opus-4-6,0.38275862068965516,0.38275862068965516,2026-02-05,Anthropic,United States of America,,,0.02859177289764447,,https://epoch-benchmarks-staging-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/nFxCq7MqCfKjhxKr7hT9qr.eval,2026-02-05T18:49:51.181Z,nFxCq7MqCfKjhxKr7hT9qr
fireworks/kimi-k2p5,0.279,0.279,2026-01-27,Moonshot,China,5.8e+24,"Per section 3.2, ""The joint pre-training stage continues from a near-end Kimi K2 checkpoint over additional 15T vision-text tokens at 4K sequence length""

Kimi K2 was pretrained on 15T tokens. A near-end checkpoint of K2 was trained into K2.5 over another 15T tokens (or 15.2 to 15.5T tokens). This makes for a total of ~30T.

There are an additional 1T tokens in ""Stage 1"" used to train the ViT encoder, which is likely much smaller than the full LLM, so we omit those tokens to calculate training compute.

30e12 tokens * 32B parameters * 6 = 5.76e24 FLOP

Per Kimi talk (timestamp 26:00), the 15 trillion tokens of K2.5 were additive, for 30T training tokens overall: https://x.com/Kimi_Moonshot/status/2035011542115393973?s=20",0.026,,,2026-02-03T10:31:18.169Z,manual_kimi-k2.5_fmprivate_frankenstein
zai-org/GLM-4.7,0.024390243902439025,0.024390243902439025,2025-12-22,Z.ai (Zhipu AI),China,4.42e+24,"Training tokens not disclosed.

Presuming this is a post-training update from GLM-4.5 (23T tokens) with minor additional compute, training compute is at least:

6 FLOP/parameter/token * 32B active parameters * 23T tokens = 4.42e24 FLOP",0.009121434048862995,,https://epoch-benchmarks-staging-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/GJNr6pF9QUonmhqw5dXWpd.eval,2026-01-30T03:56:27.987Z,GJNr6pF9QUonmhqw5dXWpd
fireworks/deepseek-v3p2,0.221,0.221,2025-12-01,DeepSeek,China,4.2e+24,"Pre-trained base was DeepSeek-V3.1-Terminus
3.594058e+24 FLOP [base model] + 2.095014e+23 FLOP = 3.8035594e+24 FLOP for pre-training plus continued pre-training

Then, ""this framework allocates a
post-training computational budget exceeding 10% of the pre-training cost"", so 4.18e24",0.041,,,2025-12-22T16:13:27.305Z,manual_deepseek-v3.2_frontiermath_tiers_13_private_frankenstein_run_incomplete
gemini-2.5-flash,0.04844290657439446,0.04844290657439446,2025-06-17,Google DeepMind,United States of America,,,0.012651332738454618,,https://epoch-benchmarks-production-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/bTbDNLFqsUogG3fejZEAZc.eval,2025-12-18T18:23:15.700Z,bTbDNLFqsUogG3fejZEAZc
gemini-3-flash-preview,0.356401384083045,0.356401384083045,2025-12-17,Google DeepMind,United States of America,,,0.028221558784583784,,https://epoch-benchmarks-production-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/R7dSNsq2ciVRVHB7nir69v.eval,2025-12-17T22:40:29.699Z,R7dSNsq2ciVRVHB7nir69v
gpt-5.2-2025-12-11_xhigh,0.407,0.407,2025-12-11,OpenAI,United States of America,,,0.029,,,2025-12-13T13:45:00.000Z,hYCViU82i8tejydKA4Pcuu
gpt-5.2-2025-12-11_high,0.40344827586206894,0.40344827586206894,2025-12-11,OpenAI,United States of America,,,0.028858188319787523,,https://epoch-benchmarks-production-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/dcQtgoUnQbkqTT6Cueo8Re.eval,2025-12-11T20:49:17.862Z,dcQtgoUnQbkqTT6Cueo8Re
gpt-5.2-2025-12-11_medium,0.3689655172413793,0.3689655172413793,2025-12-11,OpenAI,United States of America,,,0.02838379845926905,,https://epoch-benchmarks-production-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/BWGVnFerZCyKTuc86w7c5q.eval,2025-12-11T20:49:17.514Z,BWGVnFerZCyKTuc86w7c5q
gpt-5.2-2025-12-11_low,0.2655172413793103,0.2655172413793103,2025-12-11,OpenAI,United States of America,,,0.02597695517914575,,https://epoch-benchmarks-production-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/NghuUppaqcCUtT8BqRgUL6.eval,2025-12-11T20:24:40.964Z,NghuUppaqcCUtT8BqRgUL6
Qwen/Qwen3-235B-A22B-Thinking-2507,0.08480565371024736,0.08480565371024736,2025-07-25,Alibaba,China,4.752e+24,6 FLOP / parameter / token * 22*10^9 active parameters * 36000000000000 tokens = 4.752e+24 FLOP,0.016589928458951776,,https://epoch-benchmarks-staging-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/TLsGMRt4tYtWnheLm6jA5s.eval,2025-12-11T17:22:27.962Z,TLsGMRt4tYtWnheLm6jA5s
zai-org/GLM-4.6,0.03819444444444445,0.03819444444444445,2025-09-30,"Z.ai (Zhipu AI),Tsinghua University",China,4.42e+24,6 FLOP/parameter/token * 32000000000 active parameters [very likely assumption - everything else is reported to be same as at GLM 4.5] * 23000000000000 tokens = 4.42e24 FLOP,0.011313651347924142,,https://epoch-benchmarks-staging-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/MPJBHaxt8mXcKBWa94rsXj.eval,2025-12-08T20:08:02.803Z,MPJBHaxt8mXcKBWa94rsXj
moonshotai/Kimi-K2-Thinking,0.21403508771929824,0.21403508771929824,2025-11-06,Moonshot,China,4.2e+24,"Assuming the additional post-training contributed between 1% and 100% of Kimi K2's training compute (which we confidently estimate at 2.976e+24), we get a range of 3.0e24 to 6.0e24, and a geometric mean of 4.2e24.",0.02433800055326239,,https://epoch-benchmarks-staging-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/FmXuaTot9QsNdFYwwFHuEG.eval,2025-12-05T16:22:32.448Z,FmXuaTot9QsNdFYwwFHuEG
gpt-5.1-2025-11-13_none,0.02097902097902098,0.02097902097902098,2025-11-13,OpenAI,United States of America,,"Almost certainly > 1e25
",0.008489188512823553,,https://epoch-benchmarks-production-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/XNbh4FSUJeFAe2auBg5Bdi.eval,2025-11-25T22:22:28.656Z,XNbh4FSUJeFAe2auBg5Bdi
gpt-5.1-2025-11-13_low,0.17301038062283736,0.17301038062283736,2025-11-13,OpenAI,United States of America,,"Almost certainly > 1e25
",0.022288963139763994,,https://epoch-benchmarks-production-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/7o6HCQaKUrxWjrf2vhH7hV.eval,2025-11-25T15:12:29.299Z,7o6HCQaKUrxWjrf2vhH7hV
claude-opus-4-5-20251101,0.20689655172413793,0.20689655172413793,2025-11-24,Anthropic,United States of America,,Flagship model from a leading developer in mid-2025; very likely it used >1e25 FLOP.,0.02382827611454509,,https://epoch-benchmarks-production-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/9nctB7cH6kcLT24UbScEMa.eval,2025-11-25T04:02:38.737Z,9nctB7cH6kcLT24UbScEMa
claude-opus-4-5-20251101_32K,0.20689655172413793,0.20689655172413793,2025-11-24,Anthropic,United States of America,,Flagship model from a leading developer in mid-2025; very likely it used >1e25 FLOP.,0.02382827611454509,,https://epoch-benchmarks-production-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/DVjCqcKsfQ4kJbwucCiuH7.eval,2025-11-25T01:11:04.094Z,DVjCqcKsfQ4kJbwucCiuH7
claude-opus-4-5-20251101_16K,0.20344827586206896,0.20344827586206896,2025-11-24,Anthropic,United States of America,,Flagship model from a leading developer in mid-2025; very likely it used >1e25 FLOP.,0.023680184210831092,,https://epoch-benchmarks-production-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/Xvp9LtJuwPtSab63ZWwkTC.eval,2025-11-25T01:10:48.342Z,Xvp9LtJuwPtSab63ZWwkTC
gemini-2.5-pro,0.1413793103448276,0.1413793103448276,2025-06-17,Google DeepMind,United States of America,,Flagship model from a leading developer in mid-2025; very likely it used >1e25 FLOP.,0.020494847099131453,,https://epoch-benchmarks-production-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/cA9LKKKzDVxiLRcegKSb2b.eval,2025-11-24T02:37:34.534Z,cA9LKKKzDVxiLRcegKSb2b
gemini-3-pro-preview,0.376,0.376,2025-11-18,Google DeepMind,United States of America,,Almost certainly >1e25,0.0284,,,2025-11-21T12:00:00.000Z,manual_gemini_3_fmprivate_frankenstein
gpt-5.1-2025-11-13_medium,0.2689655172413793,0.2689655172413793,2025-11-13,OpenAI,United States of America,,"Almost certainly > 1e25
",0.026083646905766342,,https://epoch-benchmarks-production-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/7c2hHEgF9JomG9X7BLP7By.eval,2025-11-17T21:28:57.104Z,7c2hHEgF9JomG9X7BLP7By
o3-2025-04-16_low,0.09722222222222222,0.09722222222222222,2025-04-16,OpenAI,United States of America,,,0.017487682248157596,,https://epoch-benchmarks-production-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/DKLrszPeTvFUGq39AaTniX.eval,2025-11-17T01:17:15.370Z,DKLrszPeTvFUGq39AaTniX
o3-2025-04-16_high,0.18685121107266436,0.18685121107266436,2025-04-16,OpenAI,United States of America,,,0.022968716344899227,,https://epoch-benchmarks-production-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/XQ46BgPhHaYZsrPQuTvz8J.eval,2025-11-16T20:35:07.675Z,XQ46BgPhHaYZsrPQuTvz8J
o3-2025-04-16_medium,0.16896551724137931,0.16896551724137931,2025-04-16,OpenAI,United States of America,,,0.022042438716799215,,https://epoch-benchmarks-production-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/XwNqEvxaaCQ8M2NpKJGoZG.eval,2025-11-16T20:35:03.993Z,XwNqEvxaaCQ8M2NpKJGoZG
claude-sonnet-4-5-20250929,0.09310344827586207,0.09310344827586207,2025-09-29,Anthropic,United States of America,,,0.017092785280147835,,https://epoch-benchmarks-production-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/n26C8XHigC9Xfsdb24JZtd.eval,2025-11-16T12:36:38.474Z,n26C8XHigC9Xfsdb24JZtd
claude-sonnet-4-5-20250929_32K,0.1522491349480969,0.1522491349480969,2025-09-29,Anthropic,United States of America,,,0.021169728769293714,,https://epoch-benchmarks-production-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/LUpSd7DzWf3Fw4iwXb3MPV.eval,2025-11-16T12:36:27.931Z,LUpSd7DzWf3Fw4iwXb3MPV
o4-mini-2025-04-16_low,0.10689655172413794,0.10689655172413794,2025-04-16,OpenAI,United States of America,,"We can’t make a precise estimate, but seems unlikely to exceed 10^25 FLOP. We think active parameter count is 10-30B. This would require >55T tokens to reach 10^25 FLOP at the large size, i.e. well beyond 10x overtraining relative to Chinchilla.",0.018175392977158443,,https://epoch-benchmarks-production-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/82dL9ukqav96KZ8aHfqPpq.eval,2025-11-16T03:21:42.143Z,82dL9ukqav96KZ8aHfqPpq
o3-mini-2025-01-31_high,0.12413793103448276,0.12413793103448276,2025-01-31,OpenAI,United States of America,,"We can’t make a precise estimate, but seems unlikely to exceed 10^25 FLOP. We think active parameter count is 10-30B. This would require >55T tokens to reach 10^25 FLOP at the large size, i.e. well beyond 10x overtraining relative to Chinchilla.",0.019396402576684655,,https://epoch-benchmarks-production-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/W2YTmg94XqVbH7p86TAqJT.eval,2025-11-16T01:50:26.218Z,W2YTmg94XqVbH7p86TAqJT
gpt-5.1-2025-11-13_high,0.3103448275862069,0.3103448275862069,2025-11-13,OpenAI,United States of America,,"Almost certainly > 1e25
",0.02721380905679257,,https://epoch-benchmarks-production-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/nveMCdbvDijDTBN9JPWNve.eval,2025-11-13T20:36:07.951Z,nveMCdbvDijDTBN9JPWNve
gpt-5-2025-08-07_high,0.32413793103448274,0.32413793103448274,2025-08-07,OpenAI,United States of America,6.6e+25,"Likely around 6e25 [CI: 2e25 to 2e26] FLOP. See document below for details

https://docs.google.com/document/d/1V2jIk365LnhH4WDoCw5dYJjZr1Htw8IHaK1noMf5Y48/edit?tab=t.z871imftkus",0.027532461664839192,,https://epoch-benchmarks-production-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/JwfCZuni4TRRnA77UWwpyg.eval,2025-11-13T19:38:13.991Z,JwfCZuni4TRRnA77UWwpyg
claude-sonnet-4-5-20250929_59K,0.13494809688581316,0.13494809688581316,2025-09-29,Anthropic,United States of America,,,0.020132987375676092,,https://epoch-benchmarks-production-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/3GzYKQW2K4iijm6a73rVeh.eval,2025-11-13T15:54:58.691Z,3GzYKQW2K4iijm6a73rVeh
gpt-5-mini-2025-08-07_high,0.27241379310344827,0.27241379310344827,2025-08-07,OpenAI,United States of America,,,0.02618833296520288,,https://epoch-benchmarks-production-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/DkMXbLvTgWJDWnUQVuBA8J.eval,2025-11-13T15:54:56.299Z,DkMXbLvTgWJDWnUQVuBA8J
o4-mini-2025-04-16_medium,0.1896551724137931,0.1896551724137931,2025-04-16,OpenAI,United States of America,,"We can’t make a precise estimate, but seems unlikely to exceed 10^25 FLOP. We think active parameter count is 10-30B. This would require >55T tokens to reach 10^25 FLOP at the large size, i.e. well beyond 10x overtraining relative to Chinchilla.",0.023060480732052885,,https://epoch-benchmarks-production-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/XPCVZtFEC6BYKAwhLauMSD.eval,2025-11-13T15:54:51.979Z,XPCVZtFEC6BYKAwhLauMSD
o4-mini-2025-04-16_high,0.2482758620689655,0.2482758620689655,2025-04-16,OpenAI,United States of America,,"We can’t make a precise estimate, but seems unlikely to exceed 10^25 FLOP. We think active parameter count is 10-30B. This would require >55T tokens to reach 10^25 FLOP at the large size, i.e. well beyond 10x overtraining relative to Chinchilla.",0.02541251077219606,,https://epoch-benchmarks-production-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/Z7hiWJnEkkLmQXviEiTdHt.eval,2025-11-13T15:54:49.087Z,Z7hiWJnEkkLmQXviEiTdHt
gpt-5-mini-2025-08-07_medium,0.20344827586206896,0.20344827586206896,2025-08-07,OpenAI,United States of America,,,0.023680184210831092,,https://epoch-benchmarks-production-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/VPHGtT9EdPS6YxbzDAt98q.eval,2025-11-13T15:54:46.227Z,VPHGtT9EdPS6YxbzDAt98q
grok-4-0709,0.19655172413793104,0.19655172413793104,2025-07-09,xAI,United States of America,5.0000000000001e+26,"We think that RL relative to pre-compute is between our estimate for o3 (10% of pre-training) and the 100% implied by this slide in the launch ( https://archive.is/f0vJU ). Assuming the same pre-training as Grok 3 (also implied by that slide, and much more consistent) and that Grok 3 used a tenth as much RL, we get:

2 * (grok3/1.1) in the high case (rl is 10% of grok 3, so grok3/1.1 is grok3 precompute, and in this case twice that is grok 4)
1.1 * (grok3/1.01) in the low case
The geometric mean is (rounded to one sig fig): 5e26
",0.023375906908472147,,https://epoch-benchmarks-production-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/oN54TKXxcn9gofYBASTVCY.eval,2025-11-13T15:54:39.607Z,oN54TKXxcn9gofYBASTVCY
gpt-5-2025-08-07_medium,0.27241379310344827,0.27241379310344827,2025-08-07,OpenAI,United States of America,6.6e+25,"Likely around 6e25 [CI: 2e25 to 2e26] FLOP. See document below for details

https://docs.google.com/document/d/1V2jIk365LnhH4WDoCw5dYJjZr1Htw8IHaK1noMf5Y48/edit?tab=t.z871imftkus",0.02618833296520288,,https://epoch-benchmarks-production-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/hrJBSLQUe5hrHECkuySSJr.eval,2025-11-13T15:54:39.070Z,hrJBSLQUe5hrHECkuySSJr
gpt-5-nano-2025-08-07_high,0.08275862068965517,0.08275862068965517,2025-08-07,OpenAI,United States of America,,,0.01620688385836769,,https://epoch-benchmarks-production-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/2eMHpXXR9h7P2oNPDQkTBY.eval,2025-10-30T16:20:13.144Z,2eMHpXXR9h7P2oNPDQkTBY
claude-haiku-4-5-20251001_32K,0.059027777777777776,0.059027777777777776,2025-10-15,Anthropic,United States of America,,,0.013911554772795832,,https://epoch-benchmarks-production-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/fdNzD5mp8r2bHxy2PXx6Gh.eval,2025-10-22T12:29:30.662Z,fdNzD5mp8r2bHxy2PXx6Gh
claude-haiku-4-5-20251001,0.041379310344827586,0.041379310344827586,2025-10-15,Anthropic,United States of America,,,0.011715642254112493,,https://epoch-benchmarks-production-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/8sTJmYZ7MSk8obK9vjUjHm.eval,2025-10-16T09:34:31.339Z,8sTJmYZ7MSk8obK9vjUjHm
gpt-5-nano-2025-08-07_medium,0.07241379310344828,0.07241379310344828,2025-08-07,OpenAI,United States of America,,,0.015245401561146893,,https://epoch-benchmarks-production-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/dHQzrNGjuR5kiHKtNxG62X.eval,2025-08-07T18:43:21.321Z,dHQzrNGjuR5kiHKtNxG62X
claude-opus-4-20250514_27K,0.041379310344827586,0.041379310344827586,2025-05-22,Anthropic,United States of America,,Flagship model from a leading developer in mid-2025; very likely it used >1e25 FLOP.,0.011715642254112493,,https://epoch-benchmarks-production-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/ZKroUnGN6qoNssoSQbtzzz.eval,2025-08-05T23:13:11.048Z,ZKroUnGN6qoNssoSQbtzzz
claude-opus-4-1-20250805_27K,0.07241379310344828,0.07241379310344828,2025-08-05,Anthropic,United States of America,,,0.015245401561146893,,https://epoch-benchmarks-production-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/ezJ5C38svWJkQMjxTcrgg7.eval,2025-08-05T19:56:41.845Z,ezJ5C38svWJkQMjxTcrgg7
claude-opus-4-1-20250805,0.05862068965517241,0.05862068965517241,2025-08-05,Anthropic,United States of America,,,0.013818435156390344,,https://epoch-benchmarks-production-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/TQQnqmugDk3GX5hkr8HMWz.eval,2025-08-05T19:56:40.259Z,TQQnqmugDk3GX5hkr8HMWz
claude-opus-4-20250514,0.04482758620689655,0.04482758620689655,2025-05-22,Anthropic,United States of America,,Flagship model from a leading developer in mid-2025; very likely it used >1e25 FLOP.,0.012172075609474642,,https://epoch-benchmarks-production-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/GKD2ELzaXHx3giARevEetr.eval,2025-07-04T10:42:31.483Z,GKD2ELzaXHx3giARevEetr
claude-sonnet-4-20250514,0.041379310344827586,0.041379310344827586,2025-05-22,Anthropic,United States of America,,Flagship model from a leading developer in mid-2025; very likely it used >1e25 FLOP.,0.011715642254112493,,https://epoch-benchmarks-production-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/UcfxxJmo4ftRzPEnXrRdSw.eval,2025-07-04T10:41:31.264Z,UcfxxJmo4ftRzPEnXrRdSw
gemini-2.5-pro-preview-06-05,0.10344827586206896,0.10344827586206896,2025-06-05,Google DeepMind,United States of America,,Flagship model from a leading developer in mid-2025; very likely it used >1e25 FLOP.,0.01791432224407271,,https://epoch-benchmarks-production-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/hNLQNC6TASXNNzat8kVS77.eval,2025-07-03T13:57:21.637Z,hNLQNC6TASXNNzat8kVS77
qwen-plus-2025-04-28,0.017241379310344827,0.017241379310344827,2025-04-28,Alibaba,China,,,0.007657032895812118,,https://epoch-benchmarks-production-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/bVFEkuHiUSxjoh8SQm74jo.eval,2025-05-14T13:10:51.812Z,bVFEkuHiUSxjoh8SQm74jo
mistral-medium-2505,0.0034602076124567475,0.0034602076124567475,2025-05-07,Mistral AI,France,,"Benchmarks match with models like GPT-4o, Mistral's previous largest runs were ~1e25 FLOP scale, so plausibly they might have trained Medium with this much compute.",0.003460207612456747,,https://epoch-benchmarks-production-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/PZRX6ME25bn26B6BTRWx6W.eval,2025-05-07T17:33:33.886Z,PZRX6ME25bn26B6BTRWx6W
gpt-4.1-nano-2025-04-14,0.010344827586206896,0.010344827586206896,2025-04-14,OpenAI,United States of America,,,0.0059518867144507945,,https://epoch-benchmarks-production-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/chtQvebcoaE33KkhAjbCnw.eval,2025-04-14T22:51:44.342Z,chtQvebcoaE33KkhAjbCnw
gpt-4.1-mini-2025-04-14,0.04482758620689655,0.04482758620689655,2025-04-14,OpenAI,United States of America,,,0.01217207560947464,,https://epoch-benchmarks-production-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/ephMMUGDANc9iVTNNuuoZx.eval,2025-04-14T22:49:44.216Z,ephMMUGDANc9iVTNNuuoZx
gpt-4.1-2025-04-14,0.05517241379310345,0.05517241379310345,2025-04-14,OpenAI,United States of America,,Flagship model from a leading developer in mid-2025; very likely it used >1e25 FLOP.,0.013430381628597847,,https://epoch-benchmarks-production-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/NPeiYpjbscreYnFkHPvcNB.eval,2025-04-14T22:40:01.283Z,NPeiYpjbscreYnFkHPvcNB
grok-3-mini-beta_low,0.027586206896551724,0.027586206896551724,2025-04-09,xAI,United States of America,,,0.009634354634513523,,https://epoch-benchmarks-production-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/9FTMS2t6Ksm43CduHeqtJr.eval,2025-04-10T20:30:21.697Z,9FTMS2t6Ksm43CduHeqtJr
grok-3-mini-beta_high,0.05862068965517241,0.05862068965517241,2025-04-09,xAI,United States of America,,,0.013818435156390344,,https://epoch-benchmarks-production-private.s3.us-east-2.amazonaws.com/inspect_ai_logs/Z83F6bJ7Ne5rXaXwgR2xWT.eval,2025-04-10T18:02:17.992Z,Z83F6bJ7Ne5rXaXwgR2xWT
